REF_DATE,GEO,DGUID,Year of marriage,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2004,"New Brunswick, place of occurrence",2016A000213,1999,"Rate per 1,000 marriages",263,units ,0,v42140093,5.6,13.74,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1998,"Rate per 1,000 marriages",263,units ,0,v42140094,5.7,14.03,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1997,"Rate per 1,000 marriages",263,units ,0,v42140095,5.8,15.9,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1996,"Rate per 1,000 marriages",263,units ,0,v42140096,5.9,15.12,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1995,"Rate per 1,000 marriages",263,units ,0,v42140097,5.1,14.11,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1994,"Rate per 1,000 marriages",263,units ,0,v42140098,5.11,15.64,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1993,"Rate per 1,000 marriages",263,units ,0,v42140099,5.12,12.69,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1992,"Rate per 1,000 marriages",263,units ,0,v42140100,5.13,11.36,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1991,"Rate per 1,000 marriages",263,units ,0,v42140101,5.14,11.06,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1990,"Rate per 1,000 marriages",263,units ,0,v42140102,5.15,9.32,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1989,"Rate per 1,000 marriages",263,units ,0,v42140103,5.16,11.61,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1988,"Rate per 1,000 marriages",263,units ,0,v42140104,5.17,7.37,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1987,"Rate per 1,000 marriages",263,units ,0,v42140105,5.18,9.75,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1986,"Rate per 1,000 marriages",263,units ,0,v42140106,5.19,10.88,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1985,"Rate per 1,000 marriages",263,units ,0,v42140107,5.2,4.71,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1984,"Rate per 1,000 marriages",263,units ,0,v42140108,5.21,6.8,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1983,"Rate per 1,000 marriages",263,units ,0,v42140109,5.22,7.98,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1982,"Rate per 1,000 marriages",263,units ,0,v42140110,5.23,7.11,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1981,"Rate per 1,000 marriages",263,units ,0,v42140111,5.24,8.03,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1980,"Rate per 1,000 marriages",263,units ,0,v42140112,5.25,7.14,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1979,"Rate per 1,000 marriages",263,units ,0,v42140113,5.26,4.3,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1978,"Rate per 1,000 marriages",263,units ,0,v42140114,5.27,5.65,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1977,"Rate per 1,000 marriages",263,units ,0,v42140115,5.28,3.79,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1976,"Rate per 1,000 marriages",263,units ,0,v42140116,5.29,4.17,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1975,"Rate per 1,000 marriages",263,units ,0,v42140117,5.3,3.2,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1974,"Rate per 1,000 marriages",263,units ,0,v42140118,5.31,4.26,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1973,"Rate per 1,000 marriages",263,units ,0,v42140119,5.32,3.78,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1972,"Rate per 1,000 marriages",263,units ,0,v42140120,5.33,4.03,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1971,"Rate per 1,000 marriages",263,units ,0,v42140121,5.34,3.09,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1970,"Rate per 1,000 marriages",263,units ,0,v42140122,5.35,2.28,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1969,"Rate per 1,000 marriages",263,units ,0,v42140123,5.36,2.28,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1968,"Rate per 1,000 marriages",263,units ,0,v42140124,5.37,0.74,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1967,"Rate per 1,000 marriages",263,units ,0,v42140125,5.38,1.28,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1966,"Rate per 1,000 marriages",263,units ,0,v42140126,5.39,1.16,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1965,"Rate per 1,000 marriages",263,units ,0,v42140127,5.4,1.47,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1964,"Rate per 1,000 marriages",263,units ,0,v42140128,5.41,0.87,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1963,"Rate per 1,000 marriages",263,units ,0,v42140129,5.42,0.91,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1962,"Rate per 1,000 marriages",263,units ,0,v42140130,5.43,0.68,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1961,"Rate per 1,000 marriages",263,units ,0,v42140131,5.44,0.67,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1960,"Rate per 1,000 marriages",263,units ,0,v42140132,5.45,0.9,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1959,"Rate per 1,000 marriages",263,units ,0,v42140133,5.46,0.46,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1958,"Rate per 1,000 marriages",263,units ,0,v42140134,5.47,0.24,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1957,"Rate per 1,000 marriages",263,units ,0,v42140135,5.48,0.23,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1956,"Rate per 1,000 marriages",263,units ,0,v42140136,5.49,0.22,,,,2
2004,"New Brunswick, place of occurrence",2016A000213,1955,"Rate per 1,000 marriages",263,units ,0,v42140137,5.5,0,,,,2
2004,"Quebec, place of occurrence",2016A000224,2004,"Rate per 1,000 marriages",263,units ,0,v42140138,6.1,0.78,,,,2
2004,"Quebec, place of occurrence",2016A000224,2003,"Rate per 1,000 marriages",263,units ,0,v42140139,6.2,6.95,,,,2
2004,"Quebec, place of occurrence",2016A000224,2002,"Rate per 1,000 marriages",263,units ,0,v42140140,6.3,21.79,,,,2
2004,"Quebec, place of occurrence",2016A000224,2001,"Rate per 1,000 marriages",263,units ,0,v42140141,6.4,31.74,,,,2
2004,"Quebec, place of occurrence",2016A000224,2000,"Rate per 1,000 marriages",263,units ,0,v42140142,6.5,32.96,,,,2
2004,"Quebec, place of occurrence",2016A000224,1999,"Rate per 1,000 marriages",263,units ,0,v42140143,6.6,32.96,,,,2
2004,"Quebec, place of occurrence",2016A000224,1998,"Rate per 1,000 marriages",263,units ,0,v42140144,6.7,30.99,,,,2
2004,"Quebec, place of occurrence",2016A000224,1997,"Rate per 1,000 marriages",263,units ,0,v42140145,6.8,26.38,,,,2
2004,"Quebec, place of occurrence",2016A000224,1996,"Rate per 1,000 marriages",263,units ,0,v42140146,6.9,26.79,,,,2
2004,"Quebec, place of occurrence",2016A000224,1995,"Rate per 1,000 marriages",263,units ,0,v42140147,6.1,22.82,,,,2
2004,"Quebec, place of occurrence",2016A000224,1994,"Rate per 1,000 marriages",263,units ,0,v42140148,6.11,21.45,,,,2
2004,"Quebec, place of occurrence",2016A000224,1993,"Rate per 1,000 marriages",263,units ,0,v42140149,6.12,19.78,,,,2
2004,"Quebec, place of occurrence",2016A000224,1992,"Rate per 1,000 marriages",263,units ,0,v42140150,6.13,17.45,,,,2
2004,"Quebec, place of occurrence",2016A000224,1991,"Rate per 1,000 marriages",263,units ,0,v42140151,6.14,17.25,,,,2
2004,"Quebec, place of occurrence",2016A000224,1990,"Rate per 1,000 marriages",263,units ,0,v42140152,6.15,17,,,,2
2004,"Quebec, place of occurrence",2016A000224,1989,"Rate per 1,000 marriages",263,units ,0,v42140153,6.16,14.88,,,,2
2004,"Quebec, place of occurrence",2016A000224,1988,"Rate per 1,000 marriages",263,units ,0,v42140154,6.17,14.32,,,,2
2004,"Quebec, place of occurrence",2016A000224,1987,"Rate per 1,000 marriages",263,units ,0,v42140155,6.18,14.04,,,,2
2004,"Quebec, place of occurrence",2016A000224,1986,"Rate per 1,000 marriages",263,units ,0,v42140156,6.19,12.85,,,,2
2004,"Quebec, place of occurrence",2016A000224,1985,"Rate per 1,000 marriages",263,units ,0,v42140157,6.2,12.77,,,,2
2004,"Quebec, place of occurrence",2016A000224,1984,"Rate per 1,000 marriages",263,units ,0,v42140158,6.21,11.97,,,,2
2004,"Quebec, place of occurrence",2016A000224,1983,"Rate per 1,000 marriages",263,units ,0,v42140159,6.22,10.87,,,,2
2004,"Quebec, place of occurrence",2016A000224,1982,"Rate per 1,000 marriages",263,units ,0,v42140160,6.23,11.32,,,,2
2004,"Quebec, place of occurrence",2016A000224,1981,"Rate per 1,000 marriages",263,units ,0,v42140161,6.24,10.32,,,,2
2004,"Quebec, place of occurrence",2016A000224,1980,"Rate per 1,000 marriages",263,units ,0,v42140162,6.25,9.77,,,,2
2004,"Quebec, place of occurrence",2016A000224,1979,"Rate per 1,000 marriages",263,units ,0,v42140163,6.26,7.96,,,,2
2004,"Quebec, place of occurrence",2016A000224,1978,"Rate per 1,000 marriages",263,units ,0,v42140164,6.27,7.49,,,,2
2004,"Quebec, place of occurrence",2016A000224,1977,"Rate per 1,000 marriages",263,units ,0,v42140165,6.28,6.46,,,,2
2004,"Quebec, place of occurrence",2016A000224,1976,"Rate per 1,000 marriages",263,units ,0,v42140166,6.29,6.32,,,,2
2004,"Quebec, place of occurrence",2016A000224,1975,"Rate per 1,000 marriages",263,units ,0,v42140167,6.3,5.62,,,,2
2004,"Quebec, place of occurrence",2016A000224,1974,"Rate per 1,000 marriages",263,units ,0,v42140168,6.31,4.93,,,,2
2004,"Quebec, place of occurrence",2016A000224,1973,"Rate per 1,000 marriages",263,units ,0,v42140169,6.32,4.45,,,,2
2004,"Quebec, place of occurrence",2016A000224,1972,"Rate per 1,000 marriages",263,units ,0,v42140170,6.33,3.94,,,,2
2004,"Quebec, place of occurrence",2016A000224,1971,"Rate per 1,000 marriages",263,units ,0,v42140171,6.34,3.74,,,,2
2004,"Quebec, place of occurrence",2016A000224,1970,"Rate per 1,000 marriages",263,units ,0,v42140172,6.35,2.94,,,,2
2004,"Quebec, place of occurrence",2016A000224,1969,"Rate per 1,000 marriages",263,units ,0,v42140173,6.36,2.67,,,,2
2004,"Quebec, place of occurrence",2016A000224,1968,"Rate per 1,000 marriages",263,units ,0,v42140174,6.37,2.61,,,,2
2004,"Quebec, place of occurrence",2016A000224,1967,"Rate per 1,000 marriages",263,units ,0,v42140175,6.38,2.31,,,,2
2004,"Quebec, place of occurrence",2016A000224,1966,"Rate per 1,000 marriages",263,units ,0,v42140176,6.39,2.16,,,,2
2004,"Quebec, place of occurrence",2016A000224,1965,"Rate per 1,000 marriages",263,units ,0,v42140177,6.4,1.98,,,,2
2004,"Quebec, place of occurrence",2016A000224,1964,"Rate per 1,000 marriages",263,units ,0,v42140178,6.41,1.35,,,,2
2004,"Quebec, place of occurrence",2016A000224,1963,"Rate per 1,000 marriages",263,units ,0,v42140179,6.42,1.47,,,,2
2004,"Quebec, place of occurrence",2016A000224,1962,"Rate per 1,000 marriages",263,units ,0,v42140180,6.43,0.97,,,,2
2004,"Quebec, place of occurrence",2016A000224,1961,"Rate per 1,000 marriages",263,units ,0,v42140181,6.44,0.89,,,,2
2004,"Quebec, place of occurrence",2016A000224,1960,"Rate per 1,000 marriages",263,units ,0,v42140182,6.45,0.94,,,,2
2004,"Quebec, place of occurrence",2016A000224,1959,"Rate per 1,000 marriages",263,units ,0,v42140183,6.46,0.81,,,,2
2004,"Quebec, place of occurrence",2016A000224,1958,"Rate per 1,000 marriages",263,units ,0,v42140184,6.47,0.5,,,,2
2004,"Quebec, place of occurrence",2016A000224,1957,"Rate per 1,000 marriages",263,units ,0,v42140185,6.48,0.46,,,,2
2004,"Quebec, place of occurrence",2016A000224,1956,"Rate per 1,000 marriages",263,units ,0,v42140186,6.49,0.54,,,,2
2004,"Quebec, place of occurrence",2016A000224,1955,"Rate per 1,000 marriages",263,units ,0,v42140187,6.5,0.45,,,,2
2004,"Ontario, place of occurrence",2016A000235,2004,"Rate per 1,000 marriages",263,units ,0,v42140188,7.1,0.26,,,,2
2004,"Ontario, place of occurrence",2016A000235,2003,"Rate per 1,000 marriages",263,units ,0,v42140189,7.2,3.36,,,,2
2004,"Ontario, place of occurrence",2016A000235,2002,"Rate per 1,000 marriages",263,units ,0,v42140190,7.3,16.3,,,,2
2004,"Ontario, place of occurrence",2016A000235,2001,"Rate per 1,000 marriages",263,units ,0,v42140191,7.4,27.7,,,,2
2004,"Ontario, place of occurrence",2016A000235,2000,"Rate per 1,000 marriages",263,units ,0,v42140192,7.5,25.4,,,,2
2004,"Ontario, place of occurrence",2016A000235,1999,"Rate per 1,000 marriages",263,units ,0,v42140193,7.6,22.03,,,,2
2004,"Ontario, place of occurrence",2016A000235,1998,"Rate per 1,000 marriages",263,units ,0,v42140194,7.7,20.61,,,,2
2004,"Ontario, place of occurrence",2016A000235,1997,"Rate per 1,000 marriages",263,units ,0,v42140195,7.8,19.29,,,,2
2004,"Ontario, place of occurrence",2016A000235,1996,"Rate per 1,000 marriages",263,units ,0,v42140196,7.9,17.55,,,,2
2004,"Ontario, place of occurrence",2016A000235,1995,"Rate per 1,000 marriages",263,units ,0,v42140197,7.1,16.91,,,,2
2004,"Ontario, place of occurrence",2016A000235,1994,"Rate per 1,000 marriages",263,units ,0,v42140198,7.11,15.8,,,,2
2004,"Ontario, place of occurrence",2016A000235,1993,"Rate per 1,000 marriages",263,units ,0,v42140199,7.12,14.39,,,,2
2004,"Ontario, place of occurrence",2016A000235,1992,"Rate per 1,000 marriages",263,units ,0,v42140200,7.13,13.54,,,,2
2004,"Ontario, place of occurrence",2016A000235,1991,"Rate per 1,000 marriages",263,units ,0,v42140201,7.14,12.57,,,,2
2004,"Ontario, place of occurrence",2016A000235,1990,"Rate per 1,000 marriages",263,units ,0,v42140202,7.15,11.75,,,,2
2004,"Ontario, place of occurrence",2016A000235,1989,"Rate per 1,000 marriages",263,units ,0,v42140203,7.16,11.22,,,,2
2004,"Ontario, place of occurrence",2016A000235,1988,"Rate per 1,000 marriages",263,units ,0,v42140204,7.17,10.37,,,,2
2004,"Ontario, place of occurrence",2016A000235,1987,"Rate per 1,000 marriages",263,units ,0,v42140205,7.18,10.35,,,,2
2004,"Ontario, place of occurrence",2016A000235,1986,"Rate per 1,000 marriages",263,units ,0,v42140206,7.19,9.42,,,,2
2004,"Ontario, place of occurrence",2016A000235,1985,"Rate per 1,000 marriages",263,units ,0,v42140207,7.2,9.11,,,,2
2004,"Ontario, place of occurrence",2016A000235,1984,"Rate per 1,000 marriages",263,units ,0,v42140208,7.21,7.93,,,,2
2004,"Ontario, place of occurrence",2016A000235,1983,"Rate per 1,000 marriages",263,units ,0,v42140209,7.22,8.69,,,,2
2004,"Ontario, place of occurrence",2016A000235,1982,"Rate per 1,000 marriages",263,units ,0,v42140210,7.23,8.41,,,,2
2004,"Ontario, place of occurrence",2016A000235,1981,"Rate per 1,000 marriages",263,units ,0,v42140211,7.24,7.63,,,,2
2004,"Ontario, place of occurrence",2016A000235,1980,"Rate per 1,000 marriages",263,units ,0,v42140212,7.25,7.6,,,,2
2004,"Ontario, place of occurrence",2016A000235,1979,"Rate per 1,000 marriages",263,units ,0,v42140213,7.26,6.43,,,,2
2004,"Ontario, place of occurrence",2016A000235,1978,"Rate per 1,000 marriages",263,units ,0,v42140214,7.27,5.48,,,,2
2004,"Ontario, place of occurrence",2016A000235,1977,"Rate per 1,000 marriages",263,units ,0,v42140215,7.28,5.14,,,,2
2004,"Ontario, place of occurrence",2016A000235,1976,"Rate per 1,000 marriages",263,units ,0,v42140216,7.29,4.86,,,,2
2004,"Ontario, place of occurrence",2016A000235,1975,"Rate per 1,000 marriages",263,units ,0,v42140217,7.3,4.63,,,,2
2004,"Ontario, place of occurrence",2016A000235,1974,"Rate per 1,000 marriages",263,units ,0,v42140218,7.31,4.29,,,,2
2004,"Ontario, place of occurrence",2016A000235,1973,"Rate per 1,000 marriages",263,units ,0,v42140219,7.32,3.59,,,,2
2004,"Ontario, place of occurrence",2016A000235,1972,"Rate per 1,000 marriages",263,units ,0,v42140220,7.33,3.45,,,,2
2004,"Ontario, place of occurrence",2016A000235,1971,"Rate per 1,000 marriages",263,units ,0,v42140221,7.34,2.93,,,,2
2004,"Ontario, place of occurrence",2016A000235,1970,"Rate per 1,000 marriages",263,units ,0,v42140222,7.35,2.37,,,,2
2004,"Ontario, place of occurrence",2016A000235,1969,"Rate per 1,000 marriages",263,units ,0,v42140223,7.36,2.41,,,,2
2004,"Ontario, place of occurrence",2016A000235,1968,"Rate per 1,000 marriages",263,units ,0,v42140224,7.37,2.03,,,,2
2004,"Ontario, place of occurrence",2016A000235,1967,"Rate per 1,000 marriages",263,units ,0,v42140225,7.38,2.06,,,,2
2004,"Ontario, place of occurrence",2016A000235,1966,"Rate per 1,000 marriages",263,units ,0,v42140226,7.39,1.43,,,,2
2004,"Ontario, place of occurrence",2016A000235,1965,"Rate per 1,000 marriages",263,units ,0,v42140227,7.4,1.42,,,,2
2004,"Ontario, place of occurrence",2016A000235,1964,"Rate per 1,000 marriages",263,units ,0,v42140228,7.41,1.09,,,,2
2004,"Ontario, place of occurrence",2016A000235,1963,"Rate per 1,000 marriages",263,units ,0,v42140229,7.42,1.1,,,,2
2004,"Ontario, place of occurrence",2016A000235,1962,"Rate per 1,000 marriages",263,units ,0,v42140230,7.43,1.06,,,,2
2004,"Ontario, place of occurrence",2016A000235,1961,"Rate per 1,000 marriages",263,units ,0,v42140231,7.44,0.63,,,,2
2004,"Ontario, place of occurrence",2016A000235,1960,"Rate per 1,000 marriages",263,units ,0,v42140232,7.45,0.57,,,,2
2004,"Ontario, place of occurrence",2016A000235,1959,"Rate per 1,000 marriages",263,units ,0,v42140233,7.46,0.64,,,,2
2004,"Ontario, place of occurrence",2016A000235,1958,"Rate per 1,000 marriages",263,units ,0,v42140234,7.47,0.51,,,,2
2004,"Ontario, place of occurrence",2016A000235,1957,"Rate per 1,000 marriages",263,units ,0,v42140235,7.48,0.38,,,,2
2004,"Ontario, place of occurrence",2016A000235,1956,"Rate per 1,000 marriages",263,units ,0,v42140236,7.49,0.24,,,,2
2004,"Ontario, place of occurrence",2016A000235,1955,"Rate per 1,000 marriages",263,units ,0,v42140237,7.5,0.29,,,,2
2004,"Manitoba, place of occurrence",2016A000246,2004,"Rate per 1,000 marriages",263,units ,0,v42140238,8.1,0.17,,,,2
2004,"Manitoba, place of occurrence",2016A000246,2003,"Rate per 1,000 marriages",263,units ,0,v42140239,8.2,1.24,,,,2
2004,"Manitoba, place of occurrence",2016A000246,2002,"Rate per 1,000 marriages",263,units ,0,v42140240,8.3,8.81,,,,2
2004,"Manitoba, place of occurrence",2016A000246,2001,"Rate per 1,000 marriages",263,units ,0,v42140241,8.4,16.6,,,,2
2004,"Manitoba, place of occurrence",2016A000246,2000,"Rate per 1,000 marriages",263,units ,0,v42140242,8.5,21.34,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1999,"Rate per 1,000 marriages",263,units ,0,v42140243,8.6,19.47,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1998,"Rate per 1,000 marriages",263,units ,0,v42140244,8.7,21.6,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1997,"Rate per 1,000 marriages",263,units ,0,v42140245,8.8,18.54,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1996,"Rate per 1,000 marriages",263,units ,0,v42140246,8.9,18.15,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1995,"Rate per 1,000 marriages",263,units ,0,v42140247,8.1,14.03,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1994,"Rate per 1,000 marriages",263,units ,0,v42140248,8.11,16.56,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1993,"Rate per 1,000 marriages",263,units ,0,v42140249,8.12,12,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1992,"Rate per 1,000 marriages",263,units ,0,v42140250,8.13,13.34,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1991,"Rate per 1,000 marriages",263,units ,0,v42140251,8.14,12.09,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1990,"Rate per 1,000 marriages",263,units ,0,v42140252,8.15,10.83,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1989,"Rate per 1,000 marriages",263,units ,0,v42140253,8.16,9.11,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1988,"Rate per 1,000 marriages",263,units ,0,v42140254,8.17,9.87,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1987,"Rate per 1,000 marriages",263,units ,0,v42140255,8.18,9.64,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1986,"Rate per 1,000 marriages",263,units ,0,v42140256,8.19,7.55,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1985,"Rate per 1,000 marriages",263,units ,0,v42140257,8.2,8.68,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1984,"Rate per 1,000 marriages",263,units ,0,v42140258,8.21,6.32,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1983,"Rate per 1,000 marriages",263,units ,0,v42140259,8.22,6.54,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1982,"Rate per 1,000 marriages",263,units ,0,v42140260,8.23,6.78,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1981,"Rate per 1,000 marriages",263,units ,0,v42140261,8.24,6.65,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1980,"Rate per 1,000 marriages",263,units ,0,v42140262,8.25,6.87,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1979,"Rate per 1,000 marriages",263,units ,0,v42140263,8.26,6.18,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1978,"Rate per 1,000 marriages",263,units ,0,v42140264,8.27,4.25,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1977,"Rate per 1,000 marriages",263,units ,0,v42140265,8.28,5.1,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1976,"Rate per 1,000 marriages",263,units ,0,v42140266,8.29,3.14,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1975,"Rate per 1,000 marriages",263,units ,0,v42140267,8.3,4.26,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1974,"Rate per 1,000 marriages",263,units ,0,v42140268,8.31,2.49,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1973,"Rate per 1,000 marriages",263,units ,0,v42140269,8.32,2.18,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1972,"Rate per 1,000 marriages",263,units ,0,v42140270,8.33,2.18,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1971,"Rate per 1,000 marriages",263,units ,0,v42140271,8.34,2.3,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1970,"Rate per 1,000 marriages",263,units ,0,v42140272,8.35,1.11,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1969,"Rate per 1,000 marriages",263,units ,0,v42140273,8.36,2.48,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1968,"Rate per 1,000 marriages",263,units ,0,v42140274,8.37,1.09,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1967,"Rate per 1,000 marriages",263,units ,0,v42140275,8.38,1.76,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1966,"Rate per 1,000 marriages",263,units ,0,v42140276,8.39,0.96,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1965,"Rate per 1,000 marriages",263,units ,0,v42140277,8.4,0.43,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1964,"Rate per 1,000 marriages",263,units ,0,v42140278,8.41,0.74,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1963,"Rate per 1,000 marriages",263,units ,0,v42140279,8.42,0.45,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1962,"Rate per 1,000 marriages",263,units ,0,v42140280,8.43,0.63,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1961,"Rate per 1,000 marriages",263,units ,0,v42140281,8.44,0.61,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1960,"Rate per 1,000 marriages",263,units ,0,v42140282,8.45,0,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1959,"Rate per 1,000 marriages",263,units ,0,v42140283,8.46,0.45,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1958,"Rate per 1,000 marriages",263,units ,0,v42140284,8.47,0.31,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1957,"Rate per 1,000 marriages",263,units ,0,v42140285,8.48,0.15,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1956,"Rate per 1,000 marriages",263,units ,0,v42140286,8.49,0,,,,2
2004,"Manitoba, place of occurrence",2016A000246,1955,"Rate per 1,000 marriages",263,units ,0,v42140287,8.5,0,,,,2
2004,"Saskatchewan, place of occurrence",2016A000247,2004,"Rate per 1,000 marriages",263,units ,0,v42140288,9.1,0.2,,,,2
2004,"Saskatchewan, place of occurrence",2016A000247,2003,"Rate per 1,000 marriages",263,units ,0,v42140289,9.2,2.81,,,,2
2004,"Saskatchewan, place of occurrence",2016A000247,2002,"Rate per 1,000 marriages",263,units ,0,v42140290,9.3,8.88,,,,2
2004,"Saskatchewan, place of occurrence",2016A000247,2001,"Rate per 1,000 marriages",263,units ,0,v42140291,9.4,16.6,,,,2
2004,"Saskatchewan, place of occurrence",2016A000247,2000,"Rate per 1,000 marriages",263,units ,0,v42140292,9.5,19.42,,,,2
2004,"Saskatchewan, place of occurrence",2016A000247,1999,"Rate per 1,000 marriages",263,units ,0,v42140293,9.6,16.73,,,,2
2004,"Saskatchewan, place of occurrence",2016A000247,1998,"Rate per 1,000 marriages",263,units ,0,v42140294,9.7,18.29,,,,2
2004,"Saskatchewan, place of occurrence",2016A000247,1997,"Rate per 1,000 marriages",263,units ,0,v42140295,9.8,18.22,,,,2
2004,"Saskatchewan, place of occurrence",2016A000247,1996,"Rate per 1,000 marriages",263,units ,0,v42140296,9.9,14.99,,,,2
2004,"Saskatchewan, place of occurrence",2016A000247,1995,"Rate per 1,000 marriages",263,units ,0,v42140297,9.1,12.24,,,,2
2004,"Saskatchewan, place of occurrence",2016A000247,1994,"Rate per 1,000 marriages",263,units ,0,v42140298,9.11,11.07,,,,2
2004,"Saskatchewan, place of occurrence",2016A000247,1993,"Rate per 1,000 marriages",263,units ,0,v42140299,9.12,10.64,,,,2
2004,"Saskatchewan, place of occurrence",2016A000247,1992,"Rate per 1,000 marriages",263,units ,0,v42140300,9.13,11.48,,,,2
2004,"Saskatchewan, place of occurrence",2016A000247,1991,"Rate per 1,000 marriages",263,units ,0,v42140301,9.14,12.66,,,,2
2004,"Saskatchewan, place of occurrence",2016A000247,1990,"Rate per 1,000 marriages",263,units ,0,v42140302,9.15,9.79,,,,2
2004,"Saskatchewan, place of occurrence",2016A000247,1989,"Rate per 1,000 marriages",263,units ,0,v42140303,9.16,9.34,,,,2
2004,"Saskatchewan, place of occurrence",2016A000247,1988,"Rate per 1,000 marriages",263,units ,0,v42140304,9.17,8.42,,,,2
2004,"Saskatchewan, place of occurrence",2016A000247,1987,"Rate per 1,000 marriages",263,units ,0,v42140305,9.18,6.86,,,,2
2004,"Saskatchewan, place of occurrence",2016A000247,1986,"Rate per 1,000 marriages",263,units ,0,v42140306,9.19,3.52,,,,2
