"REF_DATE","GEO","DGUID","Divorces","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1993","British Columbia","","Divorces","Number","223","units ","0","v109","11.1","10889","","","","0"
"1993","Yukon","","Divorces","Number","223","units ","0","v110","12.1","94","","","","0"
"1993","Northwest Territories including Nunavut","","Divorces","Number","223","units ","0","v111","13.1","102","","","t","0"
"1994","Canada","","Divorces","Number","223","units ","0","v107","1.1","78880","","","","0"
"1994","Newfoundland and Labrador","","Divorces","Number","223","units ","0","v108","2.1","933","","","","0"
"1994","Prince Edward Island","","Divorces","Number","223","units ","0","v112","3.1","249","","","","0"
"1994","Nova Scotia","","Divorces","Number","223","units ","0","v113","4.1","2286","","","","0"
"1994","New Brunswick","","Divorces","Number","223","units ","0","v114","5.1","1570","","","","0"
"1994","Quebec","","Divorces","Number","223","units ","0","v115","6.1","18224","","","","0"
"1994","Ontario","","Divorces","Number","223","units ","0","v116","7.1","30718","","","","0"
"1994","Manitoba","","Divorces","Number","223","units ","0","v117","8.1","2746","","","","0"
"1994","Saskatchewan","","Divorces","Number","223","units ","0","v118","9.1","2354","","","","0"
"1994","Alberta","","Divorces","Number","223","units ","0","v119","10.1","8174","","","","0"
"1994","British Columbia","","Divorces","Number","223","units ","0","v109","11.1","11437","","","","0"
"1994","Yukon","","Divorces","Number","223","units ","0","v110","12.1","97","","","","0"
"1994","Northwest Territories including Nunavut","","Divorces","Number","223","units ","0","v111","13.1","92","","","t","0"
"1995","Canada","","Divorces","Number","223","units ","0","v107","1.1","77636","","","","0"
"1995","Newfoundland and Labrador","","Divorces","Number","223","units ","0","v108","2.1","982","","","","0"
"1995","Prince Edward Island","","Divorces","Number","223","units ","0","v112","3.1","260","","","","0"
"1995","Nova Scotia","","Divorces","Number","223","units ","0","v113","4.1","2294","","","","0"
"1995","New Brunswick","","Divorces","Number","223","units ","0","v114","5.1","1456","","","","0"
"1995","Quebec","","Divorces","Number","223","units ","0","v115","6.1","20133","","","","0"
"1995","Ontario","","Divorces","Number","223","units ","0","v116","7.1","29352","","","","0"
"1995","Manitoba","","Divorces","Number","223","units ","0","v117","8.1","2677","","","","0"
"1995","Saskatchewan","","Divorces","Number","223","units ","0","v118","9.1","2320","","","","0"
"1995","Alberta","","Divorces","Number","223","units ","0","v119","10.1","7599","","","","0"
"1995","British Columbia","","Divorces","Number","223","units ","0","v109","11.1","10357","","","","0"
"1995","Yukon","","Divorces","Number","223","units ","0","v110","12.1","112","","","","0"
"1995","Northwest Territories including Nunavut","","Divorces","Number","223","units ","0","v111","13.1","94","","","t","0"
"1996","Canada","","Divorces","Number","223","units ","0","v107","1.1","71528","","","","0"
"1996","Newfoundland and Labrador","","Divorces","Number","223","units ","0","v108","2.1","1060","","","","0"
"1996","Prince Edward Island","","Divorces","Number","223","units ","0","v112","3.1","237","","","","0"
"1996","Nova Scotia","","Divorces","Number","223","units ","0","v113","4.1","2228","","","","0"
"1996","New Brunswick","","Divorces","Number","223","units ","0","v114","5.1","1450","","","","0"
"1996","Quebec","","Divorces","Number","223","units ","0","v115","6.1","18078","","","","0"
"1996","Ontario","","Divorces","Number","223","units ","0","v116","7.1","25035","","","","0"
"1996","Manitoba","","Divorces","Number","223","units ","0","v117","8.1","2603","","","","0"
"1996","Saskatchewan","","Divorces","Number","223","units ","0","v118","9.1","2216","","","","0"
"1996","Alberta","","Divorces","Number","223","units ","0","v119","10.1","7509","","","","0"
"1996","British Columbia","","Divorces","Number","223","units ","0","v109","11.1","10898","","","","0"
"1996","Yukon","","Divorces","Number","223","units ","0","v110","12.1","115","","","","0"
"1996","Northwest Territories including Nunavut","","Divorces","Number","223","units ","0","v111","13.1","99","","","t","0"
"1997","Canada","","Divorces","Number","223","units ","0","v107","1.1","67408","","","","0"
"1997","Newfoundland and Labrador","","Divorces","Number","223","units ","0","v108","2.1","822","","","","0"
"1997","Prince Edward Island","","Divorces","Number","223","units ","0","v112","3.1","243","","","","0"
"1997","Nova Scotia","","Divorces","Number","223","units ","0","v113","4.1","1983","","","","0"
"1997","New Brunswick","","Divorces","Number","223","units ","0","v114","5.1","1373","","","","0"
"1997","Quebec","","Divorces","Number","223","units ","0","v115","6.1","17478","","","","0"
"1997","Ontario","","Divorces","Number","223","units ","0","v116","7.1","23629","","","","0"
"1997","Manitoba","","Divorces","Number","223","units ","0","v117","8.1","2625","","","","0"
"1997","Saskatchewan","","Divorces","Number","223","units ","0","v118","9.1","2198","","","","0"
"1997","Alberta","","Divorces","Number","223","units ","0","v119","10.1","7185","","","","0"
"1997","British Columbia","","Divorces","Number","223","units ","0","v109","11.1","9692","","","","0"
"1997","Yukon","","Divorces","Number","223","units ","0","v110","12.1","101","","","","0"
"1997","Northwest Territories including Nunavut","","Divorces","Number","223","units ","0","v111","13.1","79","","","t","0"
"1998","Canada","","Divorces","Number","223","units ","0","v107","1.1","69088","","","","0"
"1998","Newfoundland and Labrador","","Divorces","Number","223","units ","0","v108","2.1","944","","","","0"
"1998","Prince Edward Island","","Divorces","Number","223","units ","0","v112","3.1","279","","","","0"
"1998","Nova Scotia","","Divorces","Number","223","units ","0","v113","4.1","1933","","","","0"
"1998","New Brunswick","","Divorces","Number","223","units ","0","v114","5.1","1473","","","","0"
"1998","Quebec","","Divorces","Number","223","units ","0","v115","6.1","16916","","","","0"
"1998","Ontario","","Divorces","Number","223","units ","0","v116","7.1","25149","","","","0"
"1998","Manitoba","","Divorces","Number","223","units ","0","v117","8.1","2443","","","","0"
"1998","Saskatchewan","","Divorces","Number","223","units ","0","v118","9.1","2246","","","","0"
"1998","Alberta","","Divorces","Number","223","units ","0","v119","10.1","7668","","","","0"
"1998","British Columbia","","Divorces","Number","223","units ","0","v109","11.1","9827","","","","0"
"1998","Yukon","","Divorces","Number","223","units ","0","v110","12.1","117","","","","0"
"1998","Northwest Territories including Nunavut","","Divorces","Number","223","units ","0","v111","13.1","93","","","t","0"
"1999","Canada","","Divorces","Number","223","units ","0","v107","1.1","70910","","","","0"
"1999","Newfoundland and Labrador","","Divorces","Number","223","units ","0","v108","2.1","892","","","","0"
"1999","Prince Edward Island","","Divorces","Number","223","units ","0","v112","3.1","291","","","","0"
"1999","Nova Scotia","","Divorces","Number","223","units ","0","v113","4.1","1954","","","","0"
"1999","New Brunswick","","Divorces","Number","223","units ","0","v114","5.1","1671","","","","0"
"1999","Quebec","","Divorces","Number","223","units ","0","v115","6.1","17144","","","","0"
"1999","Ontario","","Divorces","Number","223","units ","0","v116","7.1","26088","","","","0"
"1999","Manitoba","","Divorces","Number","223","units ","0","v117","8.1","2572","","","","0"
"1999","Saskatchewan","","Divorces","Number","223","units ","0","v118","9.1","2237","","","","0"
"1999","Alberta","","Divorces","Number","223","units ","0","v119","10.1","7931","","","","0"
"1999","British Columbia","","Divorces","Number","223","units ","0","v109","11.1","9935","","","","0"
"1999","Yukon","","Divorces","Number","223","units ","0","v110","12.1","112","","","","0"
"1999","Northwest Territories including Nunavut","","Divorces","Number","223","units ","0","v111","13.1","83","","","t","0"
"2000","Canada","","Divorces","Number","223","units ","0","v107","1.1","71144","","","","0"
"2000","Newfoundland and Labrador","","Divorces","Number","223","units ","0","v108","2.1","913","","","","0"
"2000","Prince Edward Island","","Divorces","Number","223","units ","0","v112","3.1","272","","","","0"
"2000","Nova Scotia","","Divorces","Number","223","units ","0","v113","4.1","2054","","","","0"
"2000","New Brunswick","","Divorces","Number","223","units ","0","v114","5.1","1717","","","","0"
"2000","Quebec","","Divorces","Number","223","units ","0","v115","6.1","17054","","","","0"
"2000","Ontario","","Divorces","Number","223","units ","0","v116","7.1","26148","","","","0"
"2000","Manitoba","","Divorces","Number","223","units ","0","v117","8.1","2430","","","","0"
"2000","Saskatchewan","","Divorces","Number","223","units ","0","v118","9.1","2194","","","","0"
"2000","Alberta","","Divorces","Number","223","units ","0","v119","10.1","8176","","","","0"
"2000","British Columbia","","Divorces","Number","223","units ","0","v109","11.1","10017","","","","0"
"2000","Yukon","","Divorces","Number","223","units ","0","v110","12.1","68","","","","0"
"2000","Northwest Territories","","Divorces","Number","223","units ","0","v14137945","14.1","94","","","","0"
"2000","Nunavut","","Divorces","Number","223","units ","0","v14137946","15.1","7","","","","0"
"2001","Canada","","Divorces","Number","223","units ","0","v107","1.1","71110","","","","0"
"2001","Newfoundland and Labrador","","Divorces","Number","223","units ","0","v108","2.1","755","","","","0"
"2001","Prince Edward Island","","Divorces","Number","223","units ","0","v112","3.1","246","","","","0"
"2001","Nova Scotia","","Divorces","Number","223","units ","0","v113","4.1","1945","","","","0"
"2001","New Brunswick","","Divorces","Number","223","units ","0","v114","5.1","1570","","","","0"
"2001","Quebec","","Divorces","Number","223","units ","0","v115","6.1","17094","","","","0"
"2001","Ontario","","Divorces","Number","223","units ","0","v116","7.1","26516","","","","0"
"2001","Manitoba","","Divorces","Number","223","units ","0","v117","8.1","2480","","","","0"
"2001","Saskatchewan","","Divorces","Number","223","units ","0","v118","9.1","1955","","","","0"
"2001","Alberta","","Divorces","Number","223","units ","0","v119","10.1","8252","","","","0"
"2001","British Columbia","","Divorces","Number","223","units ","0","v109","11.1","10115","","","","0"
"2001","Yukon","","Divorces","Number","223","units ","0","v110","12.1","91","","","","0"
"2001","Northwest Territories","","Divorces","Number","223","units ","0","v14137945","14.1","83","","","","0"
"2001","Nunavut","","Divorces","Number","223","units ","0","v14137946","15.1","8","","","","0"
"2002","Canada","","Divorces","Number","223","units ","0","v107","1.1","70155","","","","0"
"2002","Newfoundland and Labrador","","Divorces","Number","223","units ","0","v108","2.1","842","","","","0"
"2002","Prince Edward Island","","Divorces","Number","223","units ","0","v112","3.1","258","","","","0"
"2002","Nova Scotia","","Divorces","Number","223","units ","0","v113","4.1","1990","","","","0"
"2002","New Brunswick","","Divorces","Number","223","units ","0","v114","5.1","1461","","","","0"
"2002","Quebec","","Divorces","Number","223","units ","0","v115","6.1","16499","","","","0"
"2002","Ontario","","Divorces","Number","223","units ","0","v116","7.1","26170","","","","0"
"2002","Manitoba","","Divorces","Number","223","units ","0","v117","8.1","2396","","","","0"
"2002","Saskatchewan","","Divorces","Number","223","units ","0","v118","9.1","1959","","","","0"
"2002","Alberta","","Divorces","Number","223","units ","0","v119","10.1","8291","","","","0"
"2002","British Columbia","","Divorces","Number","223","units ","0","v109","11.1","10125","","","","0"
"2002","Yukon","","Divorces","Number","223","units ","0","v110","12.1","90","","","","0"
"2002","Northwest Territories","","Divorces","Number","223","units ","0","v14137945","14.1","68","","","","0"
"2002","Nunavut","","Divorces","Number","223","units ","0","v14137946","15.1","6","","","","0"
"2003","Canada","","Divorces","Number","223","units ","0","v107","1.1","70828","","","","0"
"2003","Newfoundland and Labrador","","Divorces","Number","223","units ","0","v108","2.1","662","","","","0"
"2003","Prince Edward Island","","Divorces","Number","223","units ","0","v112","3.1","281","","","","0"
"2003","Nova Scotia","","Divorces","Number","223","units ","0","v113","4.1","1907","","","","0"
"2003","New Brunswick","","Divorces","Number","223","units ","0","v114","5.1","1450","","","","0"
"2003","Quebec","","Divorces","Number","223","units ","0","v115","6.1","16738","","","","0"
"2003","Ontario","","Divorces","Number","223","units ","0","v116","7.1","27513","","","","0"
"2003","Manitoba","","Divorces","Number","223","units ","0","v117","8.1","2352","","","","0"
"2003","Saskatchewan","","Divorces","Number","223","units ","0","v118","9.1","1992","","","","0"
"2003","Alberta","","Divorces","Number","223","units ","0","v119","10.1","7960","","","","0"
"2003","British Columbia","","Divorces","Number","223","units ","0","v109","11.1","9820","","","","0"
"2003","Yukon","","Divorces","Number","223","units ","0","v110","12.1","87","","","","0"
"2003","Northwest Territories","","Divorces","Number","223","units ","0","v14137945","14.1","62","","","","0"
"2003","Nunavut","","Divorces","Number","223","units ","0","v14137946","15.1","4","","","","0"
