REF_DATE,GEO,DGUID,Duration of marriage,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2004,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 24 years",Number,223,units ,0,v42139488,5.31,32,,,,0
2004,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 25 to 29 years",Number,223,units ,0,v42139489,5.32,114,,,,0
2004,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 25 years",Number,223,units ,0,v42139490,5.33,26,,,,0
2004,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 26 years",Number,223,units ,0,v42139491,5.34,25,,,,0
2004,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 27 years",Number,223,units ,0,v42139492,5.35,24,,,,0
2004,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 28 years",Number,223,units ,0,v42139493,5.36,17,,,,0
2004,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 29 years",Number,223,units ,0,v42139494,5.37,22,,,,0
2004,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 30 to 34 years",Number,223,units ,0,v42139495,5.38,106,,,,0
2004,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 35 to 39 years",Number,223,units ,0,v42139496,5.39,32,,,,0
2004,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 40 to 44 years",Number,223,units ,0,v42139497,5.4,14,,,,0
2004,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 45 to 49 years",Number,223,units ,0,v42139498,5.41,5,,,,0
2004,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 50 years and over",Number,223,units ,0,v42139499,5.42,4,,,,0
2004,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, not stated",Number,223,units ,0,v42139500,5.43,0,,,,0
2004,"Quebec, place of occurrence",2016A000224,"Year of marriage, all years",Number,223,units ,0,v42139501,6.1,15999,,,,0
2004,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 0 years",Number,223,units ,0,v42139502,6.2,62,,,,0
2004,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 1 to 4 years",Number,223,units ,0,v42139503,6.3,2504,,,,0
2004,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 1 year",Number,223,units ,0,v42139504,6.4,314,,,,0
2004,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 2 years",Number,223,units ,0,v42139505,6.5,599,,,,0
2004,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 3 years",Number,223,units ,0,v42139506,6.6,820,,,,0
2004,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 4 years",Number,223,units ,0,v42139507,6.7,771,,,,0
2004,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 5 to 9 years",Number,223,units ,0,v42139508,6.8,3174,,,,0
2004,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 5 years",Number,223,units ,0,v42139509,6.9,718,,,,0
2004,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 6 years",Number,223,units ,0,v42139510,6.1,722,,,,0
2004,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 7 years",Number,223,units ,0,v42139511,6.11,611,,,,0
2004,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 8 years",Number,223,units ,0,v42139512,6.12,591,,,,0
2004,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 9 years",Number,223,units ,0,v42139513,6.13,532,,,,0
2004,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 10 to 14 years",Number,223,units ,0,v42139514,6.14,2526,,,,0
2004,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 10 years",Number,223,units ,0,v42139515,6.15,505,,,,0
2004,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 11 years",Number,223,units ,0,v42139516,6.16,485,,,,0
2004,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 12 years",Number,223,units ,0,v42139517,6.17,501,,,,0
2004,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 13 years",Number,223,units ,0,v42139518,6.18,518,,,,0
2004,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 14 years",Number,223,units ,0,v42139519,6.19,517,,,,0
2004,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 15 to 19 years",Number,223,units ,0,v42139520,6.2,2318,,,,0
2004,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 15 years",Number,223,units ,0,v42139521,6.21,470,,,,0
2004,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 16 years",Number,223,units ,0,v42139522,6.22,459,,,,0
2004,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 17 years",Number,223,units ,0,v42139523,6.23,473,,,,0
2004,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 18 years",Number,223,units ,0,v42139524,6.24,453,,,,0
2004,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 19 years",Number,223,units ,0,v42139525,6.25,463,,,,0
2004,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 20 to 24 years",Number,223,units ,0,v42139526,6.26,2080,,,,0
2004,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 20 years",Number,223,units ,0,v42139527,6.27,389,,,,0
2004,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 21 years",Number,223,units ,0,v42139528,6.28,404,,,,0
2004,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 22 years",Number,223,units ,0,v42139529,6.29,443,,,,0
2004,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 23 years",Number,223,units ,0,v42139530,6.3,437,,,,0
2004,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 24 years",Number,223,units ,0,v42139531,6.31,407,,,,0
2004,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 25 to 29 years",Number,223,units ,0,v42139532,6.32,1559,,,,0
2004,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 25 years",Number,223,units ,0,v42139533,6.33,354,,,,0
2004,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 26 years",Number,223,units ,0,v42139534,6.34,309,,,,0
2004,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 27 years",Number,223,units ,0,v42139535,6.35,321,,,,0
2004,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 28 years",Number,223,units ,0,v42139536,6.36,310,,,,0
2004,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 29 years",Number,223,units ,0,v42139537,6.37,265,,,,0
2004,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 30 to 34 years",Number,223,units ,0,v42139538,6.38,953,,,,0
2004,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 35 to 39 years",Number,223,units ,0,v42139539,6.39,485,,,,0
2004,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 40 to 44 years",Number,223,units ,0,v42139540,6.4,205,,,,0
2004,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 45 to 49 years",Number,223,units ,0,v42139541,6.41,90,,,,0
2004,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 50 years and over",Number,223,units ,0,v42139542,6.42,43,,,,0
2004,"Quebec, place of occurrence",2016A000224,"Duration of marriage, not stated",Number,223,units ,0,v42139543,6.43,0,,,,0
2004,"Ontario, place of occurrence",2016A000235,"Year of marriage, all years",Number,223,units ,0,v42139544,7.1,26374,,,,0
2004,"Ontario, place of occurrence",2016A000235,"Duration of marriage, 0 years",Number,223,units ,0,v42139545,7.2,30,,,,0
2004,"Ontario, place of occurrence",2016A000235,"Duration of marriage, 1 to 4 years",Number,223,units ,0,v42139546,7.3,5359,,,,0
2004,"Ontario, place of occurrence",2016A000235,"Duration of marriage, 1 year",Number,223,units ,0,v42139547,7.4,579,,,,0
2004,"Ontario, place of occurrence",2016A000235,"Duration of marriage, 2 years",Number,223,units ,0,v42139548,7.5,1488,,,,0
2004,"Ontario, place of occurrence",2016A000235,"Duration of marriage, 3 years",Number,223,units ,0,v42139549,7.6,1800,,,,0
2004,"Ontario, place of occurrence",2016A000235,"Duration of marriage, 4 years",Number,223,units ,0,v42139550,7.7,1492,,,,0
2004,"Ontario, place of occurrence",2016A000235,"Duration of marriage, 5 to 9 years",Number,223,units ,0,v42139551,7.8,6151,,,,0
2004,"Ontario, place of occurrence",2016A000235,"Duration of marriage, 5 years",Number,223,units ,0,v42139552,7.9,1441,,,,0
2004,"Ontario, place of occurrence",2016A000235,"Duration of marriage, 6 years",Number,223,units ,0,v42139553,7.1,1243,,,,0
2004,"Ontario, place of occurrence",2016A000235,"Duration of marriage, 7 years",Number,223,units ,0,v42139554,7.11,1200,,,,0
2004,"Ontario, place of occurrence",2016A000235,"Duration of marriage, 8 years",Number,223,units ,0,v42139555,7.12,1174,,,,0
2004,"Ontario, place of occurrence",2016A000235,"Duration of marriage, 9 years",Number,223,units ,0,v42139556,7.13,1093,,,,0
2004,"Ontario, place of occurrence",2016A000235,"Duration of marriage, 10 to 14 years",Number,223,units ,0,v42139557,7.14,4721,,,,0
2004,"Ontario, place of occurrence",2016A000235,"Duration of marriage, 10 years",Number,223,units ,0,v42139558,7.15,1004,,,,0
2004,"Ontario, place of occurrence",2016A000235,"Duration of marriage, 11 years",Number,223,units ,0,v42139559,7.16,958,,,,0
2004,"Ontario, place of occurrence",2016A000235,"Duration of marriage, 12 years",Number,223,units ,0,v42139560,7.17,902,,,,0
2004,"Ontario, place of occurrence",2016A000235,"Duration of marriage, 13 years",Number,223,units ,0,v42139561,7.18,938,,,,0
2004,"Ontario, place of occurrence",2016A000235,"Duration of marriage, 14 years",Number,223,units ,0,v42139562,7.19,919,,,,0
2004,"Ontario, place of occurrence",2016A000235,"Duration of marriage, 15 to 19 years",Number,223,units ,0,v42139563,7.2,3679,,,,0
2004,"Ontario, place of occurrence",2016A000235,"Duration of marriage, 15 years",Number,223,units ,0,v42139564,7.21,873,,,,0
2004,"Ontario, place of occurrence",2016A000235,"Duration of marriage, 16 years",Number,223,units ,0,v42139565,7.22,803,,,,0
2004,"Ontario, place of occurrence",2016A000235,"Duration of marriage, 17 years",Number,223,units ,0,v42139566,7.23,745,,,,0
2004,"Ontario, place of occurrence",2016A000235,"Duration of marriage, 18 years",Number,223,units ,0,v42139567,7.24,686,,,,0
2004,"Ontario, place of occurrence",2016A000235,"Duration of marriage, 19 years",Number,223,units ,0,v42139568,7.25,572,,,,0
2004,"Ontario, place of occurrence",2016A000235,"Duration of marriage, 20 to 24 years",Number,223,units ,0,v42139569,7.26,2757,,,,0
2004,"Ontario, place of occurrence",2016A000235,"Duration of marriage, 20 years",Number,223,units ,0,v42139570,7.27,597,,,,0
2004,"Ontario, place of occurrence",2016A000235,"Duration of marriage, 21 years",Number,223,units ,0,v42139571,7.28,581,,,,0
2004,"Ontario, place of occurrence",2016A000235,"Duration of marriage, 22 years",Number,223,units ,0,v42139572,7.29,599,,,,0
2004,"Ontario, place of occurrence",2016A000235,"Duration of marriage, 23 years",Number,223,units ,0,v42139573,7.3,505,,,,0
2004,"Ontario, place of occurrence",2016A000235,"Duration of marriage, 24 years",Number,223,units ,0,v42139574,7.31,475,,,,0
2004,"Ontario, place of occurrence",2016A000235,"Duration of marriage, 25 to 29 years",Number,223,units ,0,v42139575,7.32,1766,,,,0
2004,"Ontario, place of occurrence",2016A000235,"Duration of marriage, 25 years",Number,223,units ,0,v42139576,7.33,430,,,,0
2004,"Ontario, place of occurrence",2016A000235,"Duration of marriage, 26 years",Number,223,units ,0,v42139577,7.34,332,,,,0
2004,"Ontario, place of occurrence",2016A000235,"Duration of marriage, 27 years",Number,223,units ,0,v42139578,7.35,351,,,,0
2004,"Ontario, place of occurrence",2016A000235,"Duration of marriage, 28 years",Number,223,units ,0,v42139579,7.36,332,,,,0
2004,"Ontario, place of occurrence",2016A000235,"Duration of marriage, 29 years",Number,223,units ,0,v42139580,7.37,321,,,,0
2004,"Ontario, place of occurrence",2016A000235,"Duration of marriage, 30 to 34 years",Number,223,units ,0,v42139581,7.38,1109,,,,0
2004,"Ontario, place of occurrence",2016A000235,"Duration of marriage, 35 to 39 years",Number,223,units ,0,v42139582,7.39,501,,,,0
2004,"Ontario, place of occurrence",2016A000235,"Duration of marriage, 40 to 44 years",Number,223,units ,0,v42139583,7.4,187,,,,0
2004,"Ontario, place of occurrence",2016A000235,"Duration of marriage, 45 to 49 years",Number,223,units ,0,v42139584,7.41,80,,,,0
2004,"Ontario, place of occurrence",2016A000235,"Duration of marriage, 50 years and over",Number,223,units ,0,v42139585,7.42,32,,,,0
2004,"Ontario, place of occurrence",2016A000235,"Duration of marriage, not stated",Number,223,units ,0,v42139586,7.43,2,,,,0
2004,"Manitoba, place of occurrence",2016A000246,"Year of marriage, all years",Number,223,units ,0,v42139587,8.1,2333,,,,0
2004,"Manitoba, place of occurrence",2016A000246,"Duration of marriage, 0 years",Number,223,units ,0,v42139588,8.2,3,,,,0
2004,"Manitoba, place of occurrence",2016A000246,"Duration of marriage, 1 to 4 years",Number,223,units ,0,v42139589,8.3,364,,,,0
2004,"Manitoba, place of occurrence",2016A000246,"Duration of marriage, 1 year",Number,223,units ,0,v42139590,8.4,20,,,,0
2004,"Manitoba, place of occurrence",2016A000246,"Duration of marriage, 2 years",Number,223,units ,0,v42139591,8.5,86,,,,0
2004,"Manitoba, place of occurrence",2016A000246,"Duration of marriage, 3 years",Number,223,units ,0,v42139592,8.6,121,,,,0
2004,"Manitoba, place of occurrence",2016A000246,"Duration of marriage, 4 years",Number,223,units ,0,v42139593,8.7,137,,,,0
2004,"Manitoba, place of occurrence",2016A000246,"Duration of marriage, 5 to 9 years",Number,223,units ,0,v42139594,8.8,579,,,,0
2004,"Manitoba, place of occurrence",2016A000246,"Duration of marriage, 5 years",Number,223,units ,0,v42139595,8.9,128,,,,0
2004,"Manitoba, place of occurrence",2016A000246,"Duration of marriage, 6 years",Number,223,units ,0,v42139596,8.1,134,,,,0
2004,"Manitoba, place of occurrence",2016A000246,"Duration of marriage, 7 years",Number,223,units ,0,v42139597,8.11,108,,,,0
2004,"Manitoba, place of occurrence",2016A000246,"Duration of marriage, 8 years",Number,223,units ,0,v42139598,8.12,116,,,,0
2004,"Manitoba, place of occurrence",2016A000246,"Duration of marriage, 9 years",Number,223,units ,0,v42139599,8.13,93,,,,0
2004,"Manitoba, place of occurrence",2016A000246,"Duration of marriage, 10 to 14 years",Number,223,units ,0,v42139600,8.14,432,,,,0
2004,"Manitoba, place of occurrence",2016A000246,"Duration of marriage, 10 years",Number,223,units ,0,v42139601,8.15,101,,,,0
2004,"Manitoba, place of occurrence",2016A000246,"Duration of marriage, 11 years",Number,223,units ,0,v42139602,8.16,88,,,,0
2004,"Manitoba, place of occurrence",2016A000246,"Duration of marriage, 12 years",Number,223,units ,0,v42139603,8.17,94,,,,0
2004,"Manitoba, place of occurrence",2016A000246,"Duration of marriage, 13 years",Number,223,units ,0,v42139604,8.18,78,,,,0
2004,"Manitoba, place of occurrence",2016A000246,"Duration of marriage, 14 years",Number,223,units ,0,v42139605,8.19,71,,,,0
2004,"Manitoba, place of occurrence",2016A000246,"Duration of marriage, 15 to 19 years",Number,223,units ,0,v42139606,8.2,353,,,,0
2004,"Manitoba, place of occurrence",2016A000246,"Duration of marriage, 15 years",Number,223,units ,0,v42139607,8.21,77,,,,0
2004,"Manitoba, place of occurrence",2016A000246,"Duration of marriage, 16 years",Number,223,units ,0,v42139608,8.22,84,,,,0
2004,"Manitoba, place of occurrence",2016A000246,"Duration of marriage, 17 years",Number,223,units ,0,v42139609,8.23,64,,,,0
2004,"Manitoba, place of occurrence",2016A000246,"Duration of marriage, 18 years",Number,223,units ,0,v42139610,8.24,73,,,,0
2004,"Manitoba, place of occurrence",2016A000246,"Duration of marriage, 19 years",Number,223,units ,0,v42139611,8.25,55,,,,0
2004,"Manitoba, place of occurrence",2016A000246,"Duration of marriage, 20 to 24 years",Number,223,units ,0,v42139612,8.26,269,,,,0
2004,"Manitoba, place of occurrence",2016A000246,"Duration of marriage, 20 years",Number,223,units ,0,v42139613,8.27,54,,,,0
2004,"Manitoba, place of occurrence",2016A000246,"Duration of marriage, 21 years",Number,223,units ,0,v42139614,8.28,52,,,,0
2004,"Manitoba, place of occurrence",2016A000246,"Duration of marriage, 22 years",Number,223,units ,0,v42139615,8.29,56,,,,0
2004,"Manitoba, place of occurrence",2016A000246,"Duration of marriage, 23 years",Number,223,units ,0,v42139616,8.3,53,,,,0
2004,"Manitoba, place of occurrence",2016A000246,"Duration of marriage, 24 years",Number,223,units ,0,v42139617,8.31,54,,,,0
2004,"Manitoba, place of occurrence",2016A000246,"Duration of marriage, 25 to 29 years",Number,223,units ,0,v42139618,8.32,171,,,,0
2004,"Manitoba, place of occurrence",2016A000246,"Duration of marriage, 25 years",Number,223,units ,0,v42139619,8.33,33,,,,0
2004,"Manitoba, place of occurrence",2016A000246,"Duration of marriage, 26 years",Number,223,units ,0,v42139620,8.34,45,,,,0
2004,"Manitoba, place of occurrence",2016A000246,"Duration of marriage, 27 years",Number,223,units ,0,v42139621,8.35,28,,,,0
2004,"Manitoba, place of occurrence",2016A000246,"Duration of marriage, 28 years",Number,223,units ,0,v42139622,8.36,38,,,,0
2004,"Manitoba, place of occurrence",2016A000246,"Duration of marriage, 29 years",Number,223,units ,0,v42139623,8.37,27,,,,0
2004,"Manitoba, place of occurrence",2016A000246,"Duration of marriage, 30 to 34 years",Number,223,units ,0,v42139624,8.38,94,,,,0
2004,"Manitoba, place of occurrence",2016A000246,"Duration of marriage, 35 to 39 years",Number,223,units ,0,v42139625,8.39,47,,,,0
2004,"Manitoba, place of occurrence",2016A000246,"Duration of marriage, 40 to 44 years",Number,223,units ,0,v42139626,8.4,13,,,,0
2004,"Manitoba, place of occurrence",2016A000246,"Duration of marriage, 45 to 49 years",Number,223,units ,0,v42139627,8.41,5,,,,0
2004,"Manitoba, place of occurrence",2016A000246,"Duration of marriage, 50 years and over",Number,223,units ,0,v42139628,8.42,2,,,,0
2004,"Manitoba, place of occurrence",2016A000246,"Duration of marriage, not stated",Number,223,units ,0,v42139629,8.43,1,,,,0
2004,"Saskatchewan, place of occurrence",2016A000247,"Year of marriage, all years",Number,223,units ,0,v42139630,9.1,1875,,,,0
2004,"Saskatchewan, place of occurrence",2016A000247,"Duration of marriage, 0 years",Number,223,units ,0,v42139631,9.2,4,,,,0
2004,"Saskatchewan, place of occurrence",2016A000247,"Duration of marriage, 1 to 4 years",Number,223,units ,0,v42139632,9.3,300,,,,0
2004,"Saskatchewan, place of occurrence",2016A000247,"Duration of marriage, 1 year",Number,223,units ,0,v42139633,9.4,26,,,,0
2004,"Saskatchewan, place of occurrence",2016A000247,"Duration of marriage, 2 years",Number,223,units ,0,v42139634,9.5,66,,,,0
2004,"Saskatchewan, place of occurrence",2016A000247,"Duration of marriage, 3 years",Number,223,units ,0,v42139635,9.6,110,,,,0
2004,"Saskatchewan, place of occurrence",2016A000247,"Duration of marriage, 4 years",Number,223,units ,0,v42139636,9.7,98,,,,0
2004,"Saskatchewan, place of occurrence",2016A000247,"Duration of marriage, 5 to 9 years",Number,223,units ,0,v42139637,9.8,446,,,,0
2004,"Saskatchewan, place of occurrence",2016A000247,"Duration of marriage, 5 years",Number,223,units ,0,v42139638,9.9,103,,,,0
2004,"Saskatchewan, place of occurrence",2016A000247,"Duration of marriage, 6 years",Number,223,units ,0,v42139639,9.1,104,,,,0
2004,"Saskatchewan, place of occurrence",2016A000247,"Duration of marriage, 7 years",Number,223,units ,0,v42139640,9.11,92,,,,0
2004,"Saskatchewan, place of occurrence",2016A000247,"Duration of marriage, 8 years",Number,223,units ,0,v42139641,9.12,84,,,,0
2004,"Saskatchewan, place of occurrence",2016A000247,"Duration of marriage, 9 years",Number,223,units ,0,v42139642,9.13,63,,,,0
2004,"Saskatchewan, place of occurrence",2016A000247,"Duration of marriage, 10 to 14 years",Number,223,units ,0,v42139643,9.14,323,,,,0
2004,"Saskatchewan, place of occurrence",2016A000247,"Duration of marriage, 10 years",Number,223,units ,0,v42139644,9.15,68,,,,0
2004,"Saskatchewan, place of occurrence",2016A000247,"Duration of marriage, 11 years",Number,223,units ,0,v42139645,9.16,56,,,,0
2004,"Saskatchewan, place of occurrence",2016A000247,"Duration of marriage, 12 years",Number,223,units ,0,v42139646,9.17,83,,,,0
2004,"Saskatchewan, place of occurrence",2016A000247,"Duration of marriage, 13 years",Number,223,units ,0,v42139647,9.18,59,,,,0
2004,"Saskatchewan, place of occurrence",2016A000247,"Duration of marriage, 14 years",Number,223,units ,0,v42139648,9.19,57,,,,0
2004,"Saskatchewan, place of occurrence",2016A000247,"Duration of marriage, 15 to 19 years",Number,223,units ,0,v42139649,9.2,237,,,,0
2004,"Saskatchewan, place of occurrence",2016A000247,"Duration of marriage, 15 years",Number,223,units ,0,v42139650,9.21,61,,,,0
2004,"Saskatchewan, place of occurrence",2016A000247,"Duration of marriage, 16 years",Number,223,units ,0,v42139651,9.22,53,,,,0
2004,"Saskatchewan, place of occurrence",2016A000247,"Duration of marriage, 17 years",Number,223,units ,0,v42139652,9.23,36,,,,0
2004,"Saskatchewan, place of occurrence",2016A000247,"Duration of marriage, 18 years",Number,223,units ,0,v42139653,9.24,36,,,,0
2004,"Saskatchewan, place of occurrence",2016A000247,"Duration of marriage, 19 years",Number,223,units ,0,v42139654,9.25,51,,,,0
2004,"Saskatchewan, place of occurrence",2016A000247,"Duration of marriage, 20 to 24 years",Number,223,units ,0,v42139655,9.26,231,,,,0
2004,"Saskatchewan, place of occurrence",2016A000247,"Duration of marriage, 20 years",Number,223,units ,0,v42139656,9.27,52,,,,0
2004,"Saskatchewan, place of occurrence",2016A000247,"Duration of marriage, 21 years",Number,223,units ,0,v42139657,9.28,39,,,,0
2004,"Saskatchewan, place of occurrence",2016A000247,"Duration of marriage, 22 years",Number,223,units ,0,v42139658,9.29,35,,,,0
2004,"Saskatchewan, place of occurrence",2016A000247,"Duration of marriage, 23 years",Number,223,units ,0,v42139659,9.3,60,,,,0
2004,"Saskatchewan, place of occurrence",2016A000247,"Duration of marriage, 24 years",Number,223,units ,0,v42139660,9.31,45,,,,0
2004,"Saskatchewan, place of occurrence",2016A000247,"Duration of marriage, 25 to 29 years",Number,223,units ,0,v42139661,9.32,181,,,,0
2004,"Saskatchewan, place of occurrence",2016A000247,"Duration of marriage, 25 years",Number,223,units ,0,v42139662,9.33,40,,,,0
2004,"Saskatchewan, place of occurrence",2016A000247,"Duration of marriage, 26 years",Number,223,units ,0,v42139663,9.34,46,,,,0
2004,"Saskatchewan, place of occurrence",2016A000247,"Duration of marriage, 27 years",Number,223,units ,0,v42139664,9.35,30,,,,0
2004,"Saskatchewan, place of occurrence",2016A000247,"Duration of marriage, 28 years",Number,223,units ,0,v42139665,9.36,31,,,,0
2004,"Saskatchewan, place of occurrence",2016A000247,"Duration of marriage, 29 years",Number,223,units ,0,v42139666,9.37,34,,,,0
2004,"Saskatchewan, place of occurrence",2016A000247,"Duration of marriage, 30 to 34 years",Number,223,units ,0,v42139667,9.38,80,,,,0
2004,"Saskatchewan, place of occurrence",2016A000247,"Duration of marriage, 35 to 39 years",Number,223,units ,0,v42139668,9.39,44,,,,0
2004,"Saskatchewan, place of occurrence",2016A000247,"Duration of marriage, 40 to 44 years",Number,223,units ,0,v42139669,9.4,20,,,,0
2004,"Saskatchewan, place of occurrence",2016A000247,"Duration of marriage, 45 to 49 years",Number,223,units ,0,v42139670,9.41,5,,,,0
2004,"Saskatchewan, place of occurrence",2016A000247,"Duration of marriage, 50 years and over",Number,223,units ,0,v42139671,9.42,4,,,,0
2004,"Saskatchewan, place of occurrence",2016A000247,"Duration of marriage, not stated",Number,223,units ,0,v42139672,9.43,0,,,,0
2004,"Alberta, place of occurrence",2016A000248,"Year of marriage, all years",Number,223,units ,0,v42139673,10.1,8317,,,,0
2004,"Alberta, place of occurrence",2016A000248,"Duration of marriage, 0 years",Number,223,units ,0,v42139674,10.2,21,,,,0
2004,"Alberta, place of occurrence",2016A000248,"Duration of marriage, 1 to 4 years",Number,223,units ,0,v42139675,10.3,1572,,,,0
2004,"Alberta, place of occurrence",2016A000248,"Duration of marriage, 1 year",Number,223,units ,0,v42139676,10.4,176,,,,0
2004,"Alberta, place of occurrence",2016A000248,"Duration of marriage, 2 years",Number,223,units ,0,v42139677,10.5,417,,,,0
2004,"Alberta, place of occurrence",2016A000248,"Duration of marriage, 3 years",Number,223,units ,0,v42139678,10.6,473,,,,0
2004,"Alberta, place of occurrence",2016A000248,"Duration of marriage, 4 years",Number,223,units ,0,v42139679,10.7,506,,,,0
2004,"Alberta, place of occurrence",2016A000248,"Duration of marriage, 5 to 9 years",Number,223,units ,0,v42139680,10.8,2039,,,,0
2004,"Alberta, place of occurrence",2016A000248,"Duration of marriage, 5 years",Number,223,units ,0,v42139681,10.9,473,,,,0
2004,"Alberta, place of occurrence",2016A000248,"Duration of marriage, 6 years",Number,223,units ,0,v42139682,10.1,421,,,,0
2004,"Alberta, place of occurrence",2016A000248,"Duration of marriage, 7 years",Number,223,units ,0,v42139683,10.11,408,,,,0
2004,"Alberta, place of occurrence",2016A000248,"Duration of marriage, 8 years",Number,223,units ,0,v42139684,10.12,401,,,,0
2004,"Alberta, place of occurrence",2016A000248,"Duration of marriage, 9 years",Number,223,units ,0,v42139685,10.13,336,,,,0
2004,"Alberta, place of occurrence",2016A000248,"Duration of marriage, 10 to 14 years",Number,223,units ,0,v42139686,10.14,1530,,,,0
2004,"Alberta, place of occurrence",2016A000248,"Duration of marriage, 10 years",Number,223,units ,0,v42139687,10.15,357,,,,0
2004,"Alberta, place of occurrence",2016A000248,"Duration of marriage, 11 years",Number,223,units ,0,v42139688,10.16,327,,,,0
2004,"Alberta, place of occurrence",2016A000248,"Duration of marriage, 12 years",Number,223,units ,0,v42139689,10.17,279,,,,0
2004,"Alberta, place of occurrence",2016A000248,"Duration of marriage, 13 years",Number,223,units ,0,v42139690,10.18,295,,,,0
2004,"Alberta, place of occurrence",2016A000248,"Duration of marriage, 14 years",Number,223,units ,0,v42139691,10.19,272,,,,0
2004,"Alberta, place of occurrence",2016A000248,"Duration of marriage, 15 to 19 years",Number,223,units ,0,v42139692,10.2,1146,,,,0
2004,"Alberta, place of occurrence",2016A000248,"Duration of marriage, 15 years",Number,223,units ,0,v42139693,10.21,269,,,,0
2004,"Alberta, place of occurrence",2016A000248,"Duration of marriage, 16 years",Number,223,units ,0,v42139694,10.22,230,,,,0
2004,"Alberta, place of occurrence",2016A000248,"Duration of marriage, 17 years",Number,223,units ,0,v42139695,10.23,224,,,,0
2004,"Alberta, place of occurrence",2016A000248,"Duration of marriage, 18 years",Number,223,units ,0,v42139696,10.24,219,,,,0
2004,"Alberta, place of occurrence",2016A000248,"Duration of marriage, 19 years",Number,223,units ,0,v42139697,10.25,204,,,,0
2004,"Alberta, place of occurrence",2016A000248,"Duration of marriage, 20 to 24 years",Number,223,units ,0,v42139698,10.26,959,,,,0
2004,"Alberta, place of occurrence",2016A000248,"Duration of marriage, 20 years",Number,223,units ,0,v42139699,10.27,199,,,,0
2004,"Alberta, place of occurrence",2016A000248,"Duration of marriage, 21 years",Number,223,units ,0,v42139700,10.28,210,,,,0
2004,"Alberta, place of occurrence",2016A000248,"Duration of marriage, 22 years",Number,223,units ,0,v42139701,10.29,200,,,,0
2004,"Alberta, place of occurrence",2016A000248,"Duration of marriage, 23 years",Number,223,units ,0,v42139702,10.3,181,,,,0
2004,"Alberta, place of occurrence",2016A000248,"Duration of marriage, 24 years",Number,223,units ,0,v42139703,10.31,169,,,,0
2004,"Alberta, place of occurrence",2016A000248,"Duration of marriage, 25 to 29 years",Number,223,units ,0,v42139704,10.32,541,,,,0
