REF_DATE,GEO,DGUID,Duration of marriage,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2004,"Alberta, place of occurrence",2016A000248,"Duration of marriage, 25 years",Number,223,units ,0,v42139705,10.33,133,,,,0
2004,"Alberta, place of occurrence",2016A000248,"Duration of marriage, 26 years",Number,223,units ,0,v42139706,10.34,130,,,,0
2004,"Alberta, place of occurrence",2016A000248,"Duration of marriage, 27 years",Number,223,units ,0,v42139707,10.35,106,,,,0
2004,"Alberta, place of occurrence",2016A000248,"Duration of marriage, 28 years",Number,223,units ,0,v42139708,10.36,85,,,,0
2004,"Alberta, place of occurrence",2016A000248,"Duration of marriage, 29 years",Number,223,units ,0,v42139709,10.37,87,,,,0
2004,"Alberta, place of occurrence",2016A000248,"Duration of marriage, 30 to 34 years",Number,223,units ,0,v42139710,10.38,297,,,,0
2004,"Alberta, place of occurrence",2016A000248,"Duration of marriage, 35 to 39 years",Number,223,units ,0,v42139711,10.39,129,,,,0
2004,"Alberta, place of occurrence",2016A000248,"Duration of marriage, 40 to 44 years",Number,223,units ,0,v42139712,10.4,52,,,,0
2004,"Alberta, place of occurrence",2016A000248,"Duration of marriage, 45 to 49 years",Number,223,units ,0,v42139713,10.41,20,,,,0
2004,"Alberta, place of occurrence",2016A000248,"Duration of marriage, 50 years and over",Number,223,units ,0,v42139714,10.42,11,,,,0
2004,"Alberta, place of occurrence",2016A000248,"Duration of marriage, not stated",Number,223,units ,0,v42139715,10.43,0,,,,0
2004,"British Columbia, place of occurrence",2016A000259,"Year of marriage, all years",Number,223,units ,0,v42139716,11.1,10049,,,,0
2004,"British Columbia, place of occurrence",2016A000259,"Duration of marriage, 0 years",Number,223,units ,0,v42139717,11.2,22,,,,0
2004,"British Columbia, place of occurrence",2016A000259,"Duration of marriage, 1 to 4 years",Number,223,units ,0,v42139718,11.3,1945,,,,0
2004,"British Columbia, place of occurrence",2016A000259,"Duration of marriage, 1 year",Number,223,units ,0,v42139719,11.4,193,,,,0
2004,"British Columbia, place of occurrence",2016A000259,"Duration of marriage, 2 years",Number,223,units ,0,v42139720,11.5,539,,,,0
2004,"British Columbia, place of occurrence",2016A000259,"Duration of marriage, 3 years",Number,223,units ,0,v42139721,11.6,650,,,,0
2004,"British Columbia, place of occurrence",2016A000259,"Duration of marriage, 4 years",Number,223,units ,0,v42139722,11.7,563,,,,0
2004,"British Columbia, place of occurrence",2016A000259,"Duration of marriage, 5 to 9 years",Number,223,units ,0,v42139723,11.8,2327,,,,0
2004,"British Columbia, place of occurrence",2016A000259,"Duration of marriage, 5 years",Number,223,units ,0,v42139724,11.9,524,,,,0
2004,"British Columbia, place of occurrence",2016A000259,"Duration of marriage, 6 years",Number,223,units ,0,v42139725,11.1,478,,,,0
2004,"British Columbia, place of occurrence",2016A000259,"Duration of marriage, 7 years",Number,223,units ,0,v42139726,11.11,454,,,,0
2004,"British Columbia, place of occurrence",2016A000259,"Duration of marriage, 8 years",Number,223,units ,0,v42139727,11.12,453,,,,0
2004,"British Columbia, place of occurrence",2016A000259,"Duration of marriage, 9 years",Number,223,units ,0,v42139728,11.13,418,,,,0
2004,"British Columbia, place of occurrence",2016A000259,"Duration of marriage, 10 to 14 years",Number,223,units ,0,v42139729,11.14,1866,,,,0
2004,"British Columbia, place of occurrence",2016A000259,"Duration of marriage, 10 years",Number,223,units ,0,v42139730,11.15,442,,,,0
2004,"British Columbia, place of occurrence",2016A000259,"Duration of marriage, 11 years",Number,223,units ,0,v42139731,11.16,391,,,,0
2004,"British Columbia, place of occurrence",2016A000259,"Duration of marriage, 12 years",Number,223,units ,0,v42139732,11.17,338,,,,0
2004,"British Columbia, place of occurrence",2016A000259,"Duration of marriage, 13 years",Number,223,units ,0,v42139733,11.18,352,,,,0
2004,"British Columbia, place of occurrence",2016A000259,"Duration of marriage, 14 years",Number,223,units ,0,v42139734,11.19,343,,,,0
2004,"British Columbia, place of occurrence",2016A000259,"Duration of marriage, 15 to 19 years",Number,223,units ,0,v42139735,11.2,1348,,,,0
2004,"British Columbia, place of occurrence",2016A000259,"Duration of marriage, 15 years",Number,223,units ,0,v42139736,11.21,305,,,,0
2004,"British Columbia, place of occurrence",2016A000259,"Duration of marriage, 16 years",Number,223,units ,0,v42139737,11.22,281,,,,0
2004,"British Columbia, place of occurrence",2016A000259,"Duration of marriage, 17 years",Number,223,units ,0,v42139738,11.23,266,,,,0
2004,"British Columbia, place of occurrence",2016A000259,"Duration of marriage, 18 years",Number,223,units ,0,v42139739,11.24,243,,,,0
2004,"British Columbia, place of occurrence",2016A000259,"Duration of marriage, 19 years",Number,223,units ,0,v42139740,11.25,253,,,,0
2004,"British Columbia, place of occurrence",2016A000259,"Duration of marriage, 20 to 24 years",Number,223,units ,0,v42139741,11.26,1142,,,,0
2004,"British Columbia, place of occurrence",2016A000259,"Duration of marriage, 20 years",Number,223,units ,0,v42139742,11.27,249,,,,0
2004,"British Columbia, place of occurrence",2016A000259,"Duration of marriage, 21 years",Number,223,units ,0,v42139743,11.28,235,,,,0
2004,"British Columbia, place of occurrence",2016A000259,"Duration of marriage, 22 years",Number,223,units ,0,v42139744,11.29,231,,,,0
2004,"British Columbia, place of occurrence",2016A000259,"Duration of marriage, 23 years",Number,223,units ,0,v42139745,11.3,235,,,,0
2004,"British Columbia, place of occurrence",2016A000259,"Duration of marriage, 24 years",Number,223,units ,0,v42139746,11.31,192,,,,0
2004,"British Columbia, place of occurrence",2016A000259,"Duration of marriage, 25 to 29 years",Number,223,units ,0,v42139747,11.32,684,,,,0
2004,"British Columbia, place of occurrence",2016A000259,"Duration of marriage, 25 years",Number,223,units ,0,v42139748,11.33,180,,,,0
2004,"British Columbia, place of occurrence",2016A000259,"Duration of marriage, 26 years",Number,223,units ,0,v42139749,11.34,128,,,,0
2004,"British Columbia, place of occurrence",2016A000259,"Duration of marriage, 27 years",Number,223,units ,0,v42139750,11.35,122,,,,0
2004,"British Columbia, place of occurrence",2016A000259,"Duration of marriage, 28 years",Number,223,units ,0,v42139751,11.36,116,,,,0
2004,"British Columbia, place of occurrence",2016A000259,"Duration of marriage, 29 years",Number,223,units ,0,v42139752,11.37,138,,,,0
2004,"British Columbia, place of occurrence",2016A000259,"Duration of marriage, 30 to 34 years",Number,223,units ,0,v42139753,11.38,404,,,,0
2004,"British Columbia, place of occurrence",2016A000259,"Duration of marriage, 35 to 39 years",Number,223,units ,0,v42139754,11.39,187,,,,0
2004,"British Columbia, place of occurrence",2016A000259,"Duration of marriage, 40 to 44 years",Number,223,units ,0,v42139755,11.4,75,,,,0
2004,"British Columbia, place of occurrence",2016A000259,"Duration of marriage, 45 to 49 years",Number,223,units ,0,v42139756,11.41,30,,,,0
2004,"British Columbia, place of occurrence",2016A000259,"Duration of marriage, 50 years and over",Number,223,units ,0,v42139757,11.42,19,,,,0
2004,"British Columbia, place of occurrence",2016A000259,"Duration of marriage, not stated",Number,223,units ,0,v42139758,11.43,0,,,,0
2004,"Yukon, place of occurrence",2016A000260,"Year of marriage, all years",Number,223,units ,0,v42139759,12.1,66,,,,0
2004,"Yukon, place of occurrence",2016A000260,"Duration of marriage, 0 years",Number,223,units ,0,v42139760,12.2,0,,,,0
2004,"Yukon, place of occurrence",2016A000260,"Duration of marriage, 1 to 4 years",Number,223,units ,0,v42139761,12.3,18,,,,0
2004,"Yukon, place of occurrence",2016A000260,"Duration of marriage, 1 year",Number,223,units ,0,v42139762,12.4,2,,,,0
2004,"Yukon, place of occurrence",2016A000260,"Duration of marriage, 2 years",Number,223,units ,0,v42139763,12.5,7,,,,0
2004,"Yukon, place of occurrence",2016A000260,"Duration of marriage, 3 years",Number,223,units ,0,v42139764,12.6,7,,,,0
2004,"Yukon, place of occurrence",2016A000260,"Duration of marriage, 4 years",Number,223,units ,0,v42139765,12.7,2,,,,0
2004,"Yukon, place of occurrence",2016A000260,"Duration of marriage, 5 to 9 years",Number,223,units ,0,v42139766,12.8,15,,,,0
2004,"Yukon, place of occurrence",2016A000260,"Duration of marriage, 5 years",Number,223,units ,0,v42139767,12.9,1,,,,0
2004,"Yukon, place of occurrence",2016A000260,"Duration of marriage, 6 years",Number,223,units ,0,v42139768,12.1,2,,,,0
2004,"Yukon, place of occurrence",2016A000260,"Duration of marriage, 7 years",Number,223,units ,0,v42139769,12.11,5,,,,0
2004,"Yukon, place of occurrence",2016A000260,"Duration of marriage, 8 years",Number,223,units ,0,v42139770,12.12,3,,,,0
2004,"Yukon, place of occurrence",2016A000260,"Duration of marriage, 9 years",Number,223,units ,0,v42139771,12.13,4,,,,0
2004,"Yukon, place of occurrence",2016A000260,"Duration of marriage, 10 to 14 years",Number,223,units ,0,v42139772,12.14,9,,,,0
2004,"Yukon, place of occurrence",2016A000260,"Duration of marriage, 10 years",Number,223,units ,0,v42139773,12.15,2,,,,0
2004,"Yukon, place of occurrence",2016A000260,"Duration of marriage, 11 years",Number,223,units ,0,v42139774,12.16,1,,,,0
2004,"Yukon, place of occurrence",2016A000260,"Duration of marriage, 12 years",Number,223,units ,0,v42139775,12.17,3,,,,0
2004,"Yukon, place of occurrence",2016A000260,"Duration of marriage, 13 years",Number,223,units ,0,v42139776,12.18,0,,,,0
2004,"Yukon, place of occurrence",2016A000260,"Duration of marriage, 14 years",Number,223,units ,0,v42139777,12.19,3,,,,0
2004,"Yukon, place of occurrence",2016A000260,"Duration of marriage, 15 to 19 years",Number,223,units ,0,v42139778,12.2,8,,,,0
2004,"Yukon, place of occurrence",2016A000260,"Duration of marriage, 15 years",Number,223,units ,0,v42139779,12.21,2,,,,0
2004,"Yukon, place of occurrence",2016A000260,"Duration of marriage, 16 years",Number,223,units ,0,v42139780,12.22,4,,,,0
2004,"Yukon, place of occurrence",2016A000260,"Duration of marriage, 17 years",Number,223,units ,0,v42139781,12.23,0,,,,0
2004,"Yukon, place of occurrence",2016A000260,"Duration of marriage, 18 years",Number,223,units ,0,v42139782,12.24,1,,,,0
2004,"Yukon, place of occurrence",2016A000260,"Duration of marriage, 19 years",Number,223,units ,0,v42139783,12.25,1,,,,0
2004,"Yukon, place of occurrence",2016A000260,"Duration of marriage, 20 to 24 years",Number,223,units ,0,v42139784,12.26,8,,,,0
2004,"Yukon, place of occurrence",2016A000260,"Duration of marriage, 20 years",Number,223,units ,0,v42139785,12.27,1,,,,0
2004,"Yukon, place of occurrence",2016A000260,"Duration of marriage, 21 years",Number,223,units ,0,v42139786,12.28,3,,,,0
2004,"Yukon, place of occurrence",2016A000260,"Duration of marriage, 22 years",Number,223,units ,0,v42139787,12.29,2,,,,0
2004,"Yukon, place of occurrence",2016A000260,"Duration of marriage, 23 years",Number,223,units ,0,v42139788,12.3,2,,,,0
2004,"Yukon, place of occurrence",2016A000260,"Duration of marriage, 24 years",Number,223,units ,0,v42139789,12.31,0,,,,0
2004,"Yukon, place of occurrence",2016A000260,"Duration of marriage, 25 to 29 years",Number,223,units ,0,v42139790,12.32,6,,,,0
2004,"Yukon, place of occurrence",2016A000260,"Duration of marriage, 25 years",Number,223,units ,0,v42139791,12.33,3,,,,0
2004,"Yukon, place of occurrence",2016A000260,"Duration of marriage, 26 years",Number,223,units ,0,v42139792,12.34,2,,,,0
2004,"Yukon, place of occurrence",2016A000260,"Duration of marriage, 27 years",Number,223,units ,0,v42139793,12.35,0,,,,0
2004,"Yukon, place of occurrence",2016A000260,"Duration of marriage, 28 years",Number,223,units ,0,v42139794,12.36,0,,,,0
2004,"Yukon, place of occurrence",2016A000260,"Duration of marriage, 29 years",Number,223,units ,0,v42139795,12.37,1,,,,0
2004,"Yukon, place of occurrence",2016A000260,"Duration of marriage, 30 to 34 years",Number,223,units ,0,v42139796,12.38,1,,,,0
2004,"Yukon, place of occurrence",2016A000260,"Duration of marriage, 35 to 39 years",Number,223,units ,0,v42139797,12.39,0,,,,0
2004,"Yukon, place of occurrence",2016A000260,"Duration of marriage, 40 to 44 years",Number,223,units ,0,v42139798,12.4,1,,,,0
2004,"Yukon, place of occurrence",2016A000260,"Duration of marriage, 45 to 49 years",Number,223,units ,0,v42139799,12.41,0,,,,0
2004,"Yukon, place of occurrence",2016A000260,"Duration of marriage, 50 years and over",Number,223,units ,0,v42139800,12.42,0,,,,0
2004,"Yukon, place of occurrence",2016A000260,"Duration of marriage, not stated",Number,223,units ,0,v42139801,12.43,0,,,,0
2004,"Northwest Territories, place of occurrence",2016A000261,"Year of marriage, all years",Number,223,units ,0,v42139802,14.1,71,,,,0
2004,"Northwest Territories, place of occurrence",2016A000261,"Duration of marriage, 0 years",Number,223,units ,0,v42139803,14.2,0,,,,0
2004,"Northwest Territories, place of occurrence",2016A000261,"Duration of marriage, 1 to 4 years",Number,223,units ,0,v42139804,14.3,11,,,,0
2004,"Northwest Territories, place of occurrence",2016A000261,"Duration of marriage, 1 year",Number,223,units ,0,v42139805,14.4,2,,,,0
2004,"Northwest Territories, place of occurrence",2016A000261,"Duration of marriage, 2 years",Number,223,units ,0,v42139806,14.5,2,,,,0
2004,"Northwest Territories, place of occurrence",2016A000261,"Duration of marriage, 3 years",Number,223,units ,0,v42139807,14.6,4,,,,0
2004,"Northwest Territories, place of occurrence",2016A000261,"Duration of marriage, 4 years",Number,223,units ,0,v42139808,14.7,3,,,,0
2004,"Northwest Territories, place of occurrence",2016A000261,"Duration of marriage, 5 to 9 years",Number,223,units ,0,v42139809,14.8,19,,,,0
2004,"Northwest Territories, place of occurrence",2016A000261,"Duration of marriage, 5 years",Number,223,units ,0,v42139810,14.9,5,,,,0
2004,"Northwest Territories, place of occurrence",2016A000261,"Duration of marriage, 6 years",Number,223,units ,0,v42139811,14.1,4,,,,0
2004,"Northwest Territories, place of occurrence",2016A000261,"Duration of marriage, 7 years",Number,223,units ,0,v42139812,14.11,0,,,,0
2004,"Northwest Territories, place of occurrence",2016A000261,"Duration of marriage, 8 years",Number,223,units ,0,v42139813,14.12,3,,,,0
2004,"Northwest Territories, place of occurrence",2016A000261,"Duration of marriage, 9 years",Number,223,units ,0,v42139814,14.13,7,,,,0
2004,"Northwest Territories, place of occurrence",2016A000261,"Duration of marriage, 10 to 14 years",Number,223,units ,0,v42139815,14.14,19,,,,0
2004,"Northwest Territories, place of occurrence",2016A000261,"Duration of marriage, 10 years",Number,223,units ,0,v42139816,14.15,4,,,,0
2004,"Northwest Territories, place of occurrence",2016A000261,"Duration of marriage, 11 years",Number,223,units ,0,v42139817,14.16,3,,,,0
2004,"Northwest Territories, place of occurrence",2016A000261,"Duration of marriage, 12 years",Number,223,units ,0,v42139818,14.17,2,,,,0
2004,"Northwest Territories, place of occurrence",2016A000261,"Duration of marriage, 13 years",Number,223,units ,0,v42139819,14.18,3,,,,0
2004,"Northwest Territories, place of occurrence",2016A000261,"Duration of marriage, 14 years",Number,223,units ,0,v42139820,14.19,7,,,,0
2004,"Northwest Territories, place of occurrence",2016A000261,"Duration of marriage, 15 to 19 years",Number,223,units ,0,v42139821,14.2,7,,,,0
2004,"Northwest Territories, place of occurrence",2016A000261,"Duration of marriage, 15 years",Number,223,units ,0,v42139822,14.21,4,,,,0
2004,"Northwest Territories, place of occurrence",2016A000261,"Duration of marriage, 16 years",Number,223,units ,0,v42139823,14.22,2,,,,0
2004,"Northwest Territories, place of occurrence",2016A000261,"Duration of marriage, 17 years",Number,223,units ,0,v42139824,14.23,0,,,,0
2004,"Northwest Territories, place of occurrence",2016A000261,"Duration of marriage, 18 years",Number,223,units ,0,v42139825,14.24,0,,,,0
2004,"Northwest Territories, place of occurrence",2016A000261,"Duration of marriage, 19 years",Number,223,units ,0,v42139826,14.25,1,,,,0
2004,"Northwest Territories, place of occurrence",2016A000261,"Duration of marriage, 20 to 24 years",Number,223,units ,0,v42139827,14.26,7,,,,0
2004,"Northwest Territories, place of occurrence",2016A000261,"Duration of marriage, 20 years",Number,223,units ,0,v42139828,14.27,1,,,,0
2004,"Northwest Territories, place of occurrence",2016A000261,"Duration of marriage, 21 years",Number,223,units ,0,v42139829,14.28,2,,,,0
2004,"Northwest Territories, place of occurrence",2016A000261,"Duration of marriage, 22 years",Number,223,units ,0,v42139830,14.29,2,,,,0
2004,"Northwest Territories, place of occurrence",2016A000261,"Duration of marriage, 23 years",Number,223,units ,0,v42139831,14.3,1,,,,0
2004,"Northwest Territories, place of occurrence",2016A000261,"Duration of marriage, 24 years",Number,223,units ,0,v42139832,14.31,1,,,,0
2004,"Northwest Territories, place of occurrence",2016A000261,"Duration of marriage, 25 to 29 years",Number,223,units ,0,v42139833,14.32,4,,,,0
2004,"Northwest Territories, place of occurrence",2016A000261,"Duration of marriage, 25 years",Number,223,units ,0,v42139834,14.33,2,,,,0
2004,"Northwest Territories, place of occurrence",2016A000261,"Duration of marriage, 26 years",Number,223,units ,0,v42139835,14.34,0,,,,0
2004,"Northwest Territories, place of occurrence",2016A000261,"Duration of marriage, 27 years",Number,223,units ,0,v42139836,14.35,1,,,,0
2004,"Northwest Territories, place of occurrence",2016A000261,"Duration of marriage, 28 years",Number,223,units ,0,v42139837,14.36,0,,,,0
2004,"Northwest Territories, place of occurrence",2016A000261,"Duration of marriage, 29 years",Number,223,units ,0,v42139838,14.37,1,,,,0
2004,"Northwest Territories, place of occurrence",2016A000261,"Duration of marriage, 30 to 34 years",Number,223,units ,0,v42139839,14.38,4,,,,0
2004,"Northwest Territories, place of occurrence",2016A000261,"Duration of marriage, 35 to 39 years",Number,223,units ,0,v42139840,14.39,0,,,,0
2004,"Northwest Territories, place of occurrence",2016A000261,"Duration of marriage, 40 to 44 years",Number,223,units ,0,v42139841,14.4,0,,,,0
2004,"Northwest Territories, place of occurrence",2016A000261,"Duration of marriage, 45 to 49 years",Number,223,units ,0,v42139842,14.41,0,,,,0
2004,"Northwest Territories, place of occurrence",2016A000261,"Duration of marriage, 50 years and over",Number,223,units ,0,v42139843,14.42,0,,,,0
2004,"Northwest Territories, place of occurrence",2016A000261,"Duration of marriage, not stated",Number,223,units ,0,v42139844,14.43,0,,,,0
2004,"Nunavut, place of occurrence",2016A000262,"Year of marriage, all years",Number,223,units ,0,v42139845,15.1,15,,,,0
2004,"Nunavut, place of occurrence",2016A000262,"Duration of marriage, 0 years",Number,223,units ,0,v42139846,15.2,0,,,,0
2004,"Nunavut, place of occurrence",2016A000262,"Duration of marriage, 1 to 4 years",Number,223,units ,0,v42139847,15.3,4,,,,0
2004,"Nunavut, place of occurrence",2016A000262,"Duration of marriage, 1 year",Number,223,units ,0,v42139848,15.4,0,,,,0
2004,"Nunavut, place of occurrence",2016A000262,"Duration of marriage, 2 years",Number,223,units ,0,v42139849,15.5,2,,,,0
2004,"Nunavut, place of occurrence",2016A000262,"Duration of marriage, 3 years",Number,223,units ,0,v42139850,15.6,2,,,,0
2004,"Nunavut, place of occurrence",2016A000262,"Duration of marriage, 4 years",Number,223,units ,0,v42139851,15.7,0,,,,0
2004,"Nunavut, place of occurrence",2016A000262,"Duration of marriage, 5 to 9 years",Number,223,units ,0,v42139852,15.8,3,,,,0
2004,"Nunavut, place of occurrence",2016A000262,"Duration of marriage, 5 years",Number,223,units ,0,v42139853,15.9,0,,,,0
2004,"Nunavut, place of occurrence",2016A000262,"Duration of marriage, 6 years",Number,223,units ,0,v42139854,15.1,2,,,,0
2004,"Nunavut, place of occurrence",2016A000262,"Duration of marriage, 7 years",Number,223,units ,0,v42139855,15.11,1,,,,0
2004,"Nunavut, place of occurrence",2016A000262,"Duration of marriage, 8 years",Number,223,units ,0,v42139856,15.12,0,,,,0
2004,"Nunavut, place of occurrence",2016A000262,"Duration of marriage, 9 years",Number,223,units ,0,v42139857,15.13,0,,,,0
2004,"Nunavut, place of occurrence",2016A000262,"Duration of marriage, 10 to 14 years",Number,223,units ,0,v42139858,15.14,4,,,,0
2004,"Nunavut, place of occurrence",2016A000262,"Duration of marriage, 10 years",Number,223,units ,0,v42139859,15.15,2,,,,0
2004,"Nunavut, place of occurrence",2016A000262,"Duration of marriage, 11 years",Number,223,units ,0,v42139860,15.16,1,,,,0
2004,"Nunavut, place of occurrence",2016A000262,"Duration of marriage, 12 years",Number,223,units ,0,v42139861,15.17,0,,,,0
2004,"Nunavut, place of occurrence",2016A000262,"Duration of marriage, 13 years",Number,223,units ,0,v42139862,15.18,1,,,,0
2004,"Nunavut, place of occurrence",2016A000262,"Duration of marriage, 14 years",Number,223,units ,0,v42139863,15.19,0,,,,0
2004,"Nunavut, place of occurrence",2016A000262,"Duration of marriage, 15 to 19 years",Number,223,units ,0,v42139864,15.2,2,,,,0
2004,"Nunavut, place of occurrence",2016A000262,"Duration of marriage, 15 years",Number,223,units ,0,v42139865,15.21,1,,,,0
2004,"Nunavut, place of occurrence",2016A000262,"Duration of marriage, 16 years",Number,223,units ,0,v42139866,15.22,0,,,,0
2004,"Nunavut, place of occurrence",2016A000262,"Duration of marriage, 17 years",Number,223,units ,0,v42139867,15.23,0,,,,0
2004,"Nunavut, place of occurrence",2016A000262,"Duration of marriage, 18 years",Number,223,units ,0,v42139868,15.24,0,,,,0
2004,"Nunavut, place of occurrence",2016A000262,"Duration of marriage, 19 years",Number,223,units ,0,v42139869,15.25,1,,,,0
2004,"Nunavut, place of occurrence",2016A000262,"Duration of marriage, 20 to 24 years",Number,223,units ,0,v42139870,15.26,2,,,,0
2004,"Nunavut, place of occurrence",2016A000262,"Duration of marriage, 20 years",Number,223,units ,0,v42139871,15.27,0,,,,0
2004,"Nunavut, place of occurrence",2016A000262,"Duration of marriage, 21 years",Number,223,units ,0,v42139872,15.28,2,,,,0
2004,"Nunavut, place of occurrence",2016A000262,"Duration of marriage, 22 years",Number,223,units ,0,v42139873,15.29,0,,,,0
2004,"Nunavut, place of occurrence",2016A000262,"Duration of marriage, 23 years",Number,223,units ,0,v42139874,15.3,0,,,,0
2004,"Nunavut, place of occurrence",2016A000262,"Duration of marriage, 24 years",Number,223,units ,0,v42139875,15.31,0,,,,0
2004,"Nunavut, place of occurrence",2016A000262,"Duration of marriage, 25 to 29 years",Number,223,units ,0,v42139876,15.32,0,,,,0
2004,"Nunavut, place of occurrence",2016A000262,"Duration of marriage, 25 years",Number,223,units ,0,v42139877,15.33,0,,,,0
2004,"Nunavut, place of occurrence",2016A000262,"Duration of marriage, 26 years",Number,223,units ,0,v42139878,15.34,0,,,,0
2004,"Nunavut, place of occurrence",2016A000262,"Duration of marriage, 27 years",Number,223,units ,0,v42139879,15.35,0,,,,0
2004,"Nunavut, place of occurrence",2016A000262,"Duration of marriage, 28 years",Number,223,units ,0,v42139880,15.36,0,,,,0
2004,"Nunavut, place of occurrence",2016A000262,"Duration of marriage, 29 years",Number,223,units ,0,v42139881,15.37,0,,,,0
2004,"Nunavut, place of occurrence",2016A000262,"Duration of marriage, 30 to 34 years",Number,223,units ,0,v42139882,15.38,0,,,,0
2004,"Nunavut, place of occurrence",2016A000262,"Duration of marriage, 35 to 39 years",Number,223,units ,0,v42139883,15.39,0,,,,0
2004,"Nunavut, place of occurrence",2016A000262,"Duration of marriage, 40 to 44 years",Number,223,units ,0,v42139884,15.4,0,,,,0
2004,"Nunavut, place of occurrence",2016A000262,"Duration of marriage, 45 to 49 years",Number,223,units ,0,v42139885,15.41,0,,,,0
2004,"Nunavut, place of occurrence",2016A000262,"Duration of marriage, 50 years and over",Number,223,units ,0,v42139886,15.42,0,,,,0
2004,"Nunavut, place of occurrence",2016A000262,"Duration of marriage, not stated",Number,223,units ,0,v42139887,15.43,0,,,,0
2005,"Canada, place of occurrence",2016A000011124,"Year of marriage, all years",Number,223,units ,0,v42139286,1.1,71269,,,,0
2005,"Canada, place of occurrence",2016A000011124,"Duration of marriage, 0 years",Number,223,units ,0,v42139287,1.2,161,,,,0
2005,"Canada, place of occurrence",2016A000011124,"Duration of marriage, 1 to 4 years",Number,223,units ,0,v42139288,1.3,12991,,,,0
2005,"Canada, place of occurrence",2016A000011124,"Duration of marriage, 1 year",Number,223,units ,0,v42139289,1.4,1354,,,,0
2005,"Canada, place of occurrence",2016A000011124,"Duration of marriage, 2 years",Number,223,units ,0,v42139290,1.5,3384,,,,0
2005,"Canada, place of occurrence",2016A000011124,"Duration of marriage, 3 years",Number,223,units ,0,v42139291,1.6,4219,,,,0
2005,"Canada, place of occurrence",2016A000011124,"Duration of marriage, 4 years",Number,223,units ,0,v42139292,1.7,4034,,,,0
2005,"Canada, place of occurrence",2016A000011124,"Duration of marriage, 5 to 9 years",Number,223,units ,0,v42139293,1.8,16207,,,,0
2005,"Canada, place of occurrence",2016A000011124,"Duration of marriage, 5 years",Number,223,units ,0,v42139294,1.9,3886,,,,0
2005,"Canada, place of occurrence",2016A000011124,"Duration of marriage, 6 years",Number,223,units ,0,v42139295,1.1,3485,,,,0
2005,"Canada, place of occurrence",2016A000011124,"Duration of marriage, 7 years",Number,223,units ,0,v42139296,1.11,3154,,,,0
2005,"Canada, place of occurrence",2016A000011124,"Duration of marriage, 8 years",Number,223,units ,0,v42139297,1.12,2955,,,,0
2005,"Canada, place of occurrence",2016A000011124,"Duration of marriage, 9 years",Number,223,units ,0,v42139298,1.13,2727,,,,0
2005,"Canada, place of occurrence",2016A000011124,"Duration of marriage, 10 to 14 years",Number,223,units ,0,v42139299,1.14,12348,,,,0
2005,"Canada, place of occurrence",2016A000011124,"Duration of marriage, 10 years",Number,223,units ,0,v42139300,1.15,2748,,,,0
2005,"Canada, place of occurrence",2016A000011124,"Duration of marriage, 11 years",Number,223,units ,0,v42139301,1.16,2564,,,,0
2005,"Canada, place of occurrence",2016A000011124,"Duration of marriage, 12 years",Number,223,units ,0,v42139302,1.17,2404,,,,0
2005,"Canada, place of occurrence",2016A000011124,"Duration of marriage, 13 years",Number,223,units ,0,v42139303,1.18,2269,,,,0
2005,"Canada, place of occurrence",2016A000011124,"Duration of marriage, 14 years",Number,223,units ,0,v42139304,1.19,2363,,,,0
2005,"Canada, place of occurrence",2016A000011124,"Duration of marriage, 15 to 19 years",Number,223,units ,0,v42139305,1.2,10072,,,,0
2005,"Canada, place of occurrence",2016A000011124,"Duration of marriage, 15 years",Number,223,units ,0,v42139306,1.21,2343,,,,0
2005,"Canada, place of occurrence",2016A000011124,"Duration of marriage, 16 years",Number,223,units ,0,v42139307,1.22,2216,,,,0
2005,"Canada, place of occurrence",2016A000011124,"Duration of marriage, 17 years",Number,223,units ,0,v42139308,1.23,1908,,,,0
2005,"Canada, place of occurrence",2016A000011124,"Duration of marriage, 18 years",Number,223,units ,0,v42139309,1.24,1862,,,,0
2005,"Canada, place of occurrence",2016A000011124,"Duration of marriage, 19 years",Number,223,units ,0,v42139310,1.25,1743,,,,0
2005,"Canada, place of occurrence",2016A000011124,"Duration of marriage, 20 to 24 years",Number,223,units ,0,v42139311,1.26,7811,,,,0
2005,"Canada, place of occurrence",2016A000011124,"Duration of marriage, 20 years",Number,223,units ,0,v42139312,1.27,1730,,,,0
2005,"Canada, place of occurrence",2016A000011124,"Duration of marriage, 21 years",Number,223,units ,0,v42139313,1.28,1616,,,,0
2005,"Canada, place of occurrence",2016A000011124,"Duration of marriage, 22 years",Number,223,units ,0,v42139314,1.29,1570,,,,0
2005,"Canada, place of occurrence",2016A000011124,"Duration of marriage, 23 years",Number,223,units ,0,v42139315,1.3,1453,,,,0
2005,"Canada, place of occurrence",2016A000011124,"Duration of marriage, 24 years",Number,223,units ,0,v42139316,1.31,1442,,,,0
2005,"Canada, place of occurrence",2016A000011124,"Duration of marriage, 25 to 29 years",Number,223,units ,0,v42139317,1.32,5509,,,,0
2005,"Canada, place of occurrence",2016A000011124,"Duration of marriage, 25 years",Number,223,units ,0,v42139318,1.33,1389,,,,0
2005,"Canada, place of occurrence",2016A000011124,"Duration of marriage, 26 years",Number,223,units ,0,v42139319,1.34,1192,,,,0
